seq,sha8,日期,作者,分级,权重,角色,紧凑卡,全卡,消息首行
486,ee582449,2026-08-08,fujiaze,S,1,重叠复核,compact/0486-ee582449.md,cards/0486-ee582449.md,fix(psf+chain): PSF-001 坐标契约修复 + 星点链消费 PSF 拟合中心
487,863a8490,2026-08-08,fujiaze,M,2,重叠复核,compact/0487-863a8490.md,cards/0487-863a8490.md,test(psf): Phase A 坐标契约最终测试 — G1-G6 全过
488,70edb842,2026-08-08,fujiaze,M,2,重叠复核,compact/0488-70edb842.md,cards/0488-70edb842.md,feat(xpsd): PCL 官方解码生产链 — fluxMin/fluxMul 线性解码替代 uint8*10^-0.4G
489,f75d4eb4,2026-08-08,fujiaze,S,1,重叠复核,compact/0489-f75d4eb4.md,cards/0489-f75d4eb4.md,"fix(reverse): 增加 WCS 物理范围校验 (crval DEC∈[-90,90], CD 元素有限且 ≤1°/px)"
490,732c3a62,2026-08-08,fujiaze,M,2,重叠复核,compact/0490-732c3a62.md,cards/0490-732c3a62.md,"chore(configs): 移除旧 schema 配置, configs/ 仅保留 stage1.schema.json + stage1.template.json"
491,57112296,2026-08-08,fujiaze,S,1,重叠复核,compact/0491-57112296.md,cards/0491-57112296.md,docs(memory): XPSD 官方解码语义与生产链记录 (Phase B)
492,4769979c,2026-08-08,fujiaze,M,2,重叠复核,compact/0492-4769979c.md,cards/0492-4769979c.md,feat(acr): scenario-level qualification and probe/final stats in route profile v2
493,91737ae1,2026-08-08,fujiaze,M,2,重叠复核,compact/0493-91737ae1.md,cards/0493-91737ae1.md,"fix(acr): 2D chunk service interpolation, scenario-gated routing and diagnostic replay mod"
494,d61c7560,2026-08-08,fujiaze,M,2,重叠复核,compact/0494-d61c7560.md,cards/0494-d61c7560.md,"fix(acr): fit/probe/final isolation, real adaptive refinement, true cold mixed, chunk stri"
495,23378a25,2026-08-08,fujiaze,M,2,重叠复核,compact/0495-23378a25.md,cards/0495-23378a25.md,"fix(acr): replay report from profile, scenario-grouped best and real gates in weighted ben"
496,effc4308,2026-08-08,fujiaze,S,1,主责,compact/0496-effc4308.md,cards/0496-effc4308.md,test(acr): route estimator scenario/2D-chunk tests and focused mixed dispatcher reuse
497,7c1e3497,2026-08-08,fujiaze,S,1,主责,compact/0497-7c1e3497.md,cards/0497-7c1e3497.md,docs(acr): record BDR Reviewed correction round and verification results
498,5d5be0ac,2026-08-08,fujiaze,L,4,主责,compact/0498-5d5be0ac.md,cards/0498-5d5be0ac.md,feat(hips): Phase1 V3 HiPS 直写生产链 — Drizzle→AIO 无 HISS 中转
499,2dd84a33,2026-08-08,fujiaze,M,2,主责,compact/0499-2dd84a33.md,cards/0499-2dd84a33.md,"test(gate7): HiPS 直写产品集独立验证 (astropy, 不经 AIO)"
500,7abe75f6,2026-08-08,fujiaze,S,1,主责,compact/0500-7abe75f6.md,cards/0500-7abe75f6.md,test(acr): stabilize focused mixed auto benchmark with 5-round median and auto warmup
501,e66e267f,2026-08-08,fujiaze,S,1,主责,compact/0501-e66e267f.md,cards/0501-e66e267f.md,"test(acr): record-only axpy cross-device ordering (memory-bound, >=0.5 guard)"
502,49b01cac,2026-08-08,fujiaze,S,1,主责,compact/0502-49b01cac.md,cards/0502-49b01cac.md,fix(gaia)+test(sanitize): WSL ASan/UBSan/LSan 可移植核心
503,30feb203,2026-08-08,fujiaze,S,1,主责,compact/0503-30feb203.md,cards/0503-30feb203.md,"fix(acr): cpu-only auto uses estimate chunk, remove in-test tbb shutdown crash"
504,a1a71b95,2026-08-08,fujiaze,S,1,主责,compact/0504-a1a71b95.md,cards/0504-a1a71b95.md,test(hips): tile mapping 独立 Oracle (astropy-healpix) mismatch=0
505,245a0e34,2026-08-08,fujiaze,S,1,主责,compact/0505-245a0e34.md,cards/0505-245a0e34.md,docs(memory): Phase1 V3 进度同步 + gate8 trace 扩展 (dr3sp lineage/生产末端顺序)
506,b01f3092,2026-08-08,fujiaze,S,1,主责,compact/0506-b01f3092.md,cards/0506-b01f3092.md,docs(readme): Phase1 V3 生产末端 HiPS + HISS deprecated 状态同步
507,1878e6d8,2026-08-08,fujiaze,M,2,主责,compact/0507-1878e6d8.md,cards/0507-1878e6d8.md,chore: AstroCS.wiki 子模块指针同步 + 补录上一轮冻结验证测试源码
508,881dba93,2026-08-08,fujiaze,S,1,主责,compact/0508-881dba93.md,cards/0508-881dba93.md,"fix(acr): global-index hash for resident drizzle, gpu attempt clear, minGW oneTBB skip"
509,da5a2807,2026-08-08,fujiaze,S,1,主责,compact/0509-da5a2807.md,cards/0509-da5a2807.md,test(acr): run focused mixed performance tests serially to avoid load-guard flaky skip
510,936c6a31,2026-08-09,fujiaze,S,1,主责,compact/0510-936c6a31.md,cards/0510-936c6a31.md,docs(acr): record BDR3 final benchmark conclusions and limits
