ID|原类别|原优先级|旧判据(文档+节号/路径)|最新权威条款|当前证据(命令+输出)|结论|归属|GAP关系|备注
M3-A-007|A_SCI_DEF|P2|旧宪章 §4.1（不变量须无例外成立或显式声明前提）+ §13.2（测试须覆盖声明的边界）；SCI-CAL-001 §7/§10|docs/science/CALIBRATION.md §7：幂等归一不变量（连续两次 normalize_flat 结果一致，median 已为 1.0）；ENGINEERING_SPEC §5.1：科学不变量/性质测试须含边界与极端参数|命令：grep -n 幂等 docs/science/CALIBRATION.md；sed -n '284,286p' lib/calibration/src/master_generator.cpp；输出：CALIBRATION.md:65 - **幂等归一不变量**：对同一 flat 连续两次 normalize_flat 结果一致（median 已为 1.0，二次归一不变）；master_generator.cpp:284 float v = out[i] / final_med; :285 if (v < 0.1f) v = 0.1f;|OPEN|P1-001|无|先除以中位数再逐像素夹 0.1 地板 ⇒ 被夹像素>50% 时 median(once)=0.1、二次归一整体乘 10，不变量缺前提；I3 用例（p1cal_tests_core.cpp:271-289）不含该域
M3-A-008|A_SCI_DEF|P2|旧宪章 §12.3-3（同一科学常数须单一权威值与可机器核对定义点）+ §13.1；SCI-NOISE-001 §9/§14.2|ENGINEERING_SPEC §3：科学公式/权重/精度与默认容差不可修改；§8：机器检查须能红能绿并覆盖「算法引用有效 SCI/ALG」|命令：grep -n 1.4826 docs/science/NOISE_MODEL.md；python3 -c "print(1.482602218505602-1.4826022185)"；grep -rn 1.4826 lib/snr_estimator lib/photometric_calib lib/phase1/photometry；输出：NOISE_MODEL.md:91 ...（15 位截断，与 1.4826022185 差 <1e-12）；5.601963337653615e-12；noise_model.cpp:61 return 1.482602218505602*robust_median(dev); star_matcher.cpp:21 _MAD_SCALE = 0.6745; photometer.cpp:77 sky_sigma = 1.4826*dev[...]|OPEN|DOC-001|无|同一换算系数三套字面值（×1.482602218505602 / ÷0.6745 / ×1.4826）且无单一权威定义点；自证句「差 <1e-12」实测 5.602e-12 为假；tools/docs_machine_consistency.py:140-143 用子串在场判据，改常数不作判别
M3-A-009|A_SCI_DEF|P2|旧宪章 §5.3（校准路径精度与非合同裁剪）+ §4.1（术语与量纲须准确）；SCI-CAL-001 §8/§9a|docs/science/CALIBRATION.md §8/§9a（被测文本本身）；docs/plugins/algorithms_phase1/01_calibration.md §4：禁止裁切负值、加未声明 pedestal、夹紧负值；IEEE-754 binary32 溢出为 ±∞ 而非饱和|命令：grep -n 饱和 docs/science/CALIBRATION.md；sed -n '118,122p' lib/calibration/src/calibrator.cpp；输出：CALIBRATION.md:77 ...溢出由 FP32 饱和语义界定，不静默 clamp；:93 - **saturation**：FP32 饱和语义界定，不静默 clamp；calibrator.cpp:122 if (flat) v /= std::max(flat[i], 0.1f);（裸浮点式，无任何溢出/饱和处理）|OPEN|DOC-001|无|binary32 无「饱和语义」，实为 ±∞/NaN 直传，与 §4:37「不传播 NaN 为伪有效值」自相冲突；术语错掩盖真实数值行为
M4-A-06|A_SCI_DEF|P2|旧宪章 §1.1（权威链）、§12.3-3（公式/定义唯一实现）；SCI-REJ-001 §4/§5；PHASE2_REJECTION §4.1（rc/status 正交通道）|ENGINEERING_SPEC §3/§4：科学定义不可改、模块单一 entrypoint 且不得越权覆盖 SCI 定义；docs/plugins/algorithms_phase2/12_rejection.md §4（分类型估计、阈值用预测残差方差、方法版本化）|命令：grep -n -e profile -e astrocs_adaptive docs/science/REJECTION.md；sed -n '1040,1046p' lib/phase2/src/rejection.cpp；输出：REJECTION.md:21 profile wbpp_2_9_1 / wbpp_current(alias)；:35 仅 wbpp_2_9_1（及 wbpp_current alias）合法，否则 INVALID_CONFIGURATION；:49 astrocs_adaptive (tunable)；rejection.cpp:1041-1042 白名单收三值、非法值 rc=1+err 文本|OPEN|P2-001|无|§2/§4 两值 vs §5 三值 vs 实现三值三方互斥；P2_STATUS_INVALID_CONFIGURATION(:1728/:1735) 只用于 method×normalization ⇒ SCI 承诺的非法 profile 通道失实
M6a-A-001|A_SCI_DEF|P2|旧宪章 §12.2（注释须给常量真实出处）、§7.2（科学参数单一权威定义点）；ARCH-P3-001 §3（被引作唯一出处）|Górski et al. 2005 §5.1（order n 叶数 Npix=12·4^n；ASTROCS_DESIGN 附录 B 引用）；docs/plugins/algorithms_phase3/15_resample.md §4（采样核与通量/面亮度语义必须声明，禁止隐含）|命令：grep -n kMaxOrder lib/phase3_session/hips_properties.h；grep -n -e 'order 上限' -e 叶数 -e '12·4' docs/architecture/PHASE3_MODULE_ARCH.md；sed -n '197,201p' lib/phase3_session/p3_session.cpp；输出：hips_properties.h:23 static constexpr int kMaxOrder = 20; // ARCH-P3 §3 内存守卫(2^(2*20) leaf 上限之外拒)；ARCH-P3 该三串 0 命中（§3 只有 :30 内存上界式 M ≤ W_out·H_out·(4 或 8)+max_tiles·W²·(4 或 8)+常数）；p3_session.cpp:198 越界静默取 20；p3_resample.cpp:201 max_order>kMaxOrder→P3_RS_PARAM；aio_hips_reader.cpp:56 合法域 [0,29]|OPEN|P3-002|无|注释出处虚假（ARCH-P3 §3 无该条款）+ 算式错（叶数 12·4^n 非 2^(2n)）+ 四层口径互斥（reader 可读/properties 拒/会话静默降阶）；ALG-P3-RSMP:135 再引回代码成循环出处
M7-A-201|A_SCI_DEF|P2|旧宪章 §5.3（Drizzle 能量/面亮度语义）、§12.3-1（科学定义须可复算）；L19-004|docs/plugins/algorithms_phase1/08_drizzle.md §4：Drizzle 的 signal 单位、源/目标像素面积、pixfrac、归一必须统一；docs/design/UNIFIED_MODEL.md §1：任何简化必须说明删去了什么并以误差门证明适用|命令：grep -n 1.532 docs/science/DRIZZLE.md；输出：:75 球面裁剪外接圆半径 1.25·hp_res 覆盖赤道对角线 1.532·res 与极区最坏 1.044·res + 裕量；:65 缓冲三层 (spherical_overlap.cpp:40, HP_CIRCUMRADIUS_FACTOR=1.25·hp_res)|OPEN|P1-001|无|把半径 1.25 与全 φ-对角 1.532 并列作「覆盖」比较，按字面 1.25≥1.532 为假命题且未声明 1.532 的量类；数值行为不改（1.25 实测够用），仅现存表述缺陷
M7-A-202|A_SCI_DEF|P2|旧宪章 §4.1/§13（不变量与测试证据）；L19-005；旧注册表 docs/standards/STANDARDS_REGISTRY.md:162|ENGINEERING_SPEC §5.1：科学不变量/性质测试 + 不调用生产实现的独立 Oracle；docs/plugins/algorithms_phase1/08_drizzle.md §4：常量面亮度与总积分通量 Oracle 同时成立|命令：grep -n 9003 docs/science/DRIZZLE.md；python3 -c "print(12*4*5*7, 9003%2, 9003%1680)"；输出：DRIZZLE.md:85 - **零漏选不变量**：candidate_oracle_test 9003 例全枚举下 false_negative=0（12 face×边/角×RA跨0×极区×4 pixfrac×5 尺度×7 nside）；1680 1 603|OPEN|P1-001|无|因子笛卡尔积≥12·4·5·7·2·2·2=13440 且为偶，9003=3×3001 为奇且不被 1680 整除 ⇒「全枚举」与所列因子不可同真；旧注册表 :162 仍抄作 CONFORMANT
M7-A-203|A_SCI_DEF|P2|旧宪章 §4.1（量纲/术语准确）；L19-007；SCI-NOISE-001 §3/§5|docs/plugins/algorithms_phase1/07_noise_snr.md §4：白噪声/相关噪声下权重与方差的定义须闭合；docs/design/UNIFIED_MODEL.md §2：variance 单位 ADU²、禁止一个字段承载多个含义|命令：sed -n '29p;51p' docs/science/NOISE_MODEL.md；输出：:29 variance: ADU²；:51 variance_bg_global = max(vmed_or_sig², variance_floor)|OPEN|P1-002|无|vmed 已是方差（ADU²），上标挂在整体名上 ⇒ 取 (b) 读法即 ADU⁴，与 §3 自设 variance:ADU² 断链；冻结定义式无括号无单位标注
M7-A-204|A_SCI_DEF|P2|旧宪章 §4.1、§13.1；L19-011；SCI-PHOT-001 §4/§5/§10|docs/plugins/algorithms_phase1/06_photometry.md §4：PSF 测光 F_hat=Q/W、Var(F_hat)=1/W，光度响应 a_k 与适用域须声明|命令：grep -n -e 'scale=1.0' -e 'S = MAD' docs/science/PHOTOMETRY.md；git log --oneline -S"scale=1.0" -- docs/science/PHOTOMETRY.md；输出：PHOTOMETRY.md:20 S MAD(r)/0.6745 初值尺度(dex)；:52 S = MAD(r_consistent)/0.6745；:76 S=0 ⇒ location=median(r)，不迭代；'scale=1.0' 命中 0；git -S 命中提交 0|RESOLVED|P1-001|无|S 已在 §4:20/§5:52 给出闭式且 §5:76 显式声明 S=0 分支；PHOTOMETRY.md §10 三条「不可接受变化」均无 scale=1.0 声明且全史无该行 ⇒ 原判「与 §10 声明冲突」不再成立
M7-A-205|A_SCI_DEF|P2|旧宪章 §4.1、§13.1；L19-015；SCI-UPM-001 §4/§6/§7|docs/plugins/algorithms_phase2/11_upm.md §4：约束 gauge 与秩/条件数须报告，欠定或显著模型失配须显式失败/分组件|命令：grep -n k_corr docs/science/PHASE2_UPM.md；输出：:35 k_corr 为 frames[f].kcorr>0 ? per-frame : cfg.control_k_corr，缺省 1.4；:53 N_eff = N_retained / k_corr；:71 控制点…Drizzle 相关可用 k_corr≥1 表征|OPEN|P2-002|无|§4 判据 kcorr>0 允许 0<k<1 而 §6 前提 k≥1；k<1 时 N_eff>N_retained ⇒ control_ivar 高估，§7「k_corr 缩放」不变量在解算面不可观测
