seq,sha8,日期,作者,分级,权重,角色,紧凑卡,全卡,消息首行
1146,50fedef8,2026-08-29,付家泽,M,2,重叠复核,compact/1146-50fedef8.md,cards/1146-50fedef8.md,(MON-004) 内存增长分析 — 20循环+预热剔除+Theil-Sen稳健斜率+峰值/retained+OOM预警+泄漏/增长/震荡分类; 242/242
1147,df1539cf,2026-08-29,付家泽,S,1,重叠复核,compact/1147-df1539cf.md,cards/1147-df1539cf.md,(MON-004) 表行登记+ledger PASS — COMMITS/CAP-MON-004
1148,866dfd1d,2026-08-29,付家泽,S,1,重叠复核,compact/1148-866dfd1d.md,cards/1148-866dfd1d.md,(ISO-001) ACR/GPU/Mixed隔离 — 生产选路不触ACR/GPU(符号扫描0+注册不可达+manifest无该字段)+配置请求ACR明确拒绝(exit3)+发行包
1149,f49808af,2026-08-29,付家泽,S,1,重叠复核,compact/1149-f49808af.md,cards/1149-f49808af.md,(ISO-001) 表行登记+ledger PASS — COMMITS/CAP-ISO-001
1150,163e9e56,2026-08-29,付家泽,S,1,重叠复核,compact/1150-163e9e56.md,cards/1150-163e9e56.md,(PAR-001) 有界队列/backpressure/error/cancel + I/O compute overlap + 无全局串行锁 — BoundedAsyncQueu
1151,5ad37814,2026-08-29,付家泽,S,1,重叠复核,compact/1151-5ad37814.md,cards/1151-5ad37814.md,(PAR-001) 表行登记+ledger PASS — COMMITS/CAP-PAR-001
1152,e7034892,2026-08-29,付家泽,S,1,重叠复核,compact/1152-e7034892.md,cards/1152-e7034892.md,(PAR-002) sampler N-worker 正加速阻塞: 库级cfitsio并发读SIGSEGV — 记录BLOCKED+阻断报告
1153,77d96c35,2026-08-29,付家泽,S,1,重叠复核,compact/1153-77d96c35.md,cards/1153-77d96c35.md,(PAR-002) 胶囊登记 COMMITS/REVIEW_CAPSULE_INDEX: BLOCKED报告 + 阻断项胶囊
1154,96ed7e89,2026-08-29,付家泽,S,1,重叠复核,compact/1154-96ed7e89.md,cards/1154-96ed7e89.md,(PAR-003) UPM并行验证: 线程本地/归约分离+确定性+内存有界 PASS
1155,7f346b61,2026-08-29,付家泽,S,1,重叠复核,compact/1155-7f346b61.md,cards/1155-7f346b61.md,(PAR-003) 胶囊登记 COMMITS/REVIEW_CAPSULE_INDEX: PASS验证报告+胶囊
1156,1c726180,2026-08-29,付家泽,S,1,主责,compact/1156-1c726180.md,cards/1156-1c726180.md,(PAR-004) Drizzle并行验证: 元素独立归约+确定性+1/N scaling+worker派生 PASS
1157,11ad0610,2026-08-29,付家泽,S,1,主责,compact/1157-11ad0610.md,cards/1157-11ad0610.md,(PAR-004) 胶囊登记 COMMITS/REVIEW_CAPSULE_INDEX: PASS验证报告+胶囊
1158,a4fdb874,2026-08-29,付家泽,S,1,主责,compact/1158-a4fdb874.md,cards/1158-a4fdb874.md,(PAR-005) Rejection/Integration并行验证: 确定性+frame identity+outlier oracle PASS
1159,88fd3ed6,2026-08-29,付家泽,S,1,主责,compact/1159-88fd3ed6.md,cards/1159-88fd3ed6.md,(PAR-005) 胶囊登记 COMMITS/REVIEW_CAPSULE_INDEX: PASS验证报告+胶囊
1160,d7ec494e,2026-08-29,付家泽,S,1,主责,compact/1160-d7ec494e.md,cards/1160-d7ec494e.md,"(PAR-006) Phase1噪声内核优化: 免冗余tmp拷贝+scratch, before/after微基准 PASS"
1161,529ad09a,2026-08-29,付家泽,S,1,主责,compact/1161-529ad09a.md,cards/1161-529ad09a.md,(PAR-006) 胶囊登记 COMMITS/REVIEW_CAPSULE_INDEX: PASS验证报告+胶囊
1162,9a6c58fb,2026-08-29,付家泽,S,1,主责,compact/1162-9a6c58fb.md,cards/1162-9a6c58fb.md,(PAR-007) 统一thread budget合同验证: 嵌套stress不超标+禁硬编码 PASS
1163,68ada456,2026-08-29,付家泽,S,1,主责,compact/1163-68ada456.md,cards/1163-68ada456.md,(PAR-007) 胶囊登记 COMMITS/REVIEW_CAPSULE_INDEX: budget合同验证报告+胶囊
1164,607b37e3,2026-08-29,付家泽,M,2,主责,compact/1164-607b37e3.md,cards/1164-607b37e3.md,(SYN-001) Calibration独立合成Oracle: master bias/dark/flat+calibrate两种模式全后端全线程 PASS
1165,e729428b,2026-08-29,付家泽,S,1,主责,compact/1165-e729428b.md,cards/1165-e729428b.md,(SYN-001) 胶囊登记 COMMITS/REVIEW_CAPSULE_INDEX
1166,a0db92e5,2026-08-29,付家泽,S,1,主责,compact/1166-a0db92e5.md,cards/1166-a0db92e5.md,(SYN-002) WCS星场+解析PSF+已知flux/background+frame roundtrip 独立合成Oracle PASS
1167,c03eb894,2026-08-29,付家泽,S,1,主责,compact/1167-c03eb894.md,cards/1167-c03eb894.md,(SYN-002) 胶囊登记 COMMITS/REVIEW_CAPSULE_INDEX
1168,d721aa58,2026-08-29,付家泽,S,1,主责,compact/1168-d721aa58.md,cards/1168-d721aa58.md,(SYN-003) Noise/SNR estimator独立合成Oracle PASS
1169,678b290d,2026-08-29,付家泽,S,1,主责,compact/1169-678b290d.md,cards/1169-678b290d.md,(SYN-003) 胶囊登记 COMMITS/REVIEW_CAPSULE_INDEX
1170,3b0d393c,2026-08-29,付家泽,S,1,主责,compact/1170-3b0d393c.md,cards/1170-3b0d393c.md,(SYN-004) Drizzle独立合成Oracle与不变量 PASS
1171,7372dfb5,2026-08-29,付家泽,S,1,主责,compact/1171-7372dfb5.md,cards/1171-7372dfb5.md,(SYN-004) 胶囊登记 COMMITS/REVIEW_CAPSULE_INDEX
1172,db6f7b42,2026-08-29,付家泽,S,1,主责,compact/1172-db6f7b42.md,cards/1172-db6f7b42.md,(SYN-005) UPM solver独立合成Oracle PASS
1173,183986e8,2026-08-29,付家泽,S,1,主责,compact/1173-183986e8.md,cards/1173-183986e8.md,(SYN-005) 胶囊登记 COMMITS/REVIEW_CAPSULE_INDEX
1174,4e88797d,2026-08-29,付家泽,S,1,主责,compact/1174-4e88797d.md,cards/1174-4e88797d.md,(SYN-006) Rejection/Integration独立合成Oracle PASS
1175,d3417ceb,2026-08-29,付家泽,S,1,主责,compact/1175-d3417ceb.md,cards/1175-d3417ceb.md,(SYN-006) 胶囊登记 COMMITS/REVIEW_CAPSULE_INDEX
1176,266f0815,2026-08-29,付家泽,M,2,主责,compact/1176-266f0815.md,cards/1176-266f0815.md,(SYN-007) Phase3 HiPS-TAN FITS独立重投影Oracle PASS (13 §5 全部case)
1177,99aeed15,2026-08-29,付家泽,S,1,主责,compact/1177-99aeed15.md,cards/1177-99aeed15.md,(SYN-007) 胶囊登记 COMMITS/REVIEW_CAPSULE_INDEX
1178,80e6ad71,2026-08-29,付家泽,M,2,主责,compact/1178-80e6ad71.md,cards/1178-80e6ad71.md,(SYN-008) 三块重叠合成场 seam指标门槛 PASS
