seq,sha8,日期,作者,分级,权重,角色,紧凑卡,全卡,消息首行
431,cc1d6923,2026-08-06,fujiaze,S,1,重叠复核,compact/0431-cc1d6923.md,cards/0431-cc1d6923.md,fix(acr): gate auto devices before worker start
432,83291adf,2026-08-06,fujiaze,S,1,重叠复核,compact/0432-83291adf.md,cards/0432-83291adf.md,feat(acr): persist real cuda device buffer residency
433,233359d0,2026-08-06,fujiaze,S,1,重叠复核,compact/0433-233359d0.md,cards/0433-233359d0.md,fix(acr): private partials and merge for reduce and drizzle
434,eba1c23d,2026-08-06,fujiaze,S,1,重叠复核,compact/0434-eba1c23d.md,cards/0434-eba1c23d.md,feat(acr): pinned reservation ledger
435,c82013ee,2026-08-06,fujiaze,S,1,重叠复核,compact/0435-c82013ee.md,cards/0435-c82013ee.md,docs(acr): record focused v2 fix progress
436,e107061c,2026-08-06,fujiaze,S,1,重叠复核,compact/0436-e107061c.md,cards/0436-e107061c.md,"fix(acr): drizzle buffer roles, residency input roles and serial gpu tests"
437,0f451b28,2026-08-06,fujiaze,S,1,重叠复核,compact/0437-0f451b28.md,cards/0437-0f451b28.md,"docs: wiki 指针更新 (Phase1 未闭合, NOT_SYNCED 标记)"
438,a36c4825,2026-08-06,fujiaze,M,2,重叠复核,compact/0438-a36c4825.md,cards/0438-a36c4825.md,fix(acr): correct cost units and separate qualification from gpu eligibility
439,c00266eb,2026-08-06,fujiaze,S,1,重叠复核,compact/0439-c00266eb.md,cards/0439-c00266eb.md,fix(acr): makespan heterogeneous mixed claim and preserve recommended chunk
440,a50a97a2,2026-08-06,fujiaze,M,2,重叠复核,compact/0440-a50a97a2.md,cards/0440-a50a97a2.md,fix(drizzle): R13 候选安全 (CAND-001) — 外接半径 1.1 证明 + 面内畸变修复 + 独立 Oracle
441,1344c930,2026-08-06,fujiaze,M,2,主责,compact/0441-1344c930.md,cards/0441-1344c930.md,"test(drizzle): R13 科学补齐 (SCI-001..004, DOMAIN-001) — 13/13"
442,5e62ef5b,2026-08-06,fujiaze,S,1,主责,compact/0442-5e62ef5b.md,cards/0442-5e62ef5b.md,feat(acr): real dispatcher residency execution with prefetch and resident launcher
443,7f02d2fd,2026-08-06,fujiaze,M,2,主责,compact/0443-7f02d2fd.md,cards/0443-7f02d2fd.md,feat(drizzle): Sphere -> Plane 真面积 Drizzle (R13 REV-001)
444,c8dc867f,2026-08-06,fujiaze,S,1,主责,compact/0444-c8dc867f.md,cards/0444-c8dc867f.md,fix(acr): partial scratch contract with attempt reset
445,3ec62c36,2026-08-06,fujiaze,S,1,主责,compact/0445-3ec62c36.md,cards/0445-3ec62c36.md,fix(acr): staging ledger semantics and resident peak accounting
446,41797b3a,2026-08-06,fujiaze,S,1,主责,compact/0446-41797b3a.md,cards/0446-41797b3a.md,test(acr): qualified cpu-only routing and partial scratch contract
447,450e78c6,2026-08-06,fujiaze,M,2,主责,compact/0447-450e78c6.md,cards/0447-450e78c6.md,perf(hiss): HISS I/O 修复 (R13 HISS_IO_REPAIR) — 写入 119s->12.9s (4096^2 等规模)
448,83c4696d,2026-08-06,fujiaze,M,2,主责,compact/0448-83c4696d.md,cards/0448-83c4696d.md,perf(hiss): HISS Verify 单句柄 session API (R13 HISS_IO_REPAIR) — 130s->0.85s
449,610d7b6a,2026-08-06,fujiaze,S,1,主责,compact/0449-610d7b6a.md,cards/0449-610d7b6a.md,test(acr): stable gpu test ordering and record v3 progress
450,6babe222,2026-08-06,fujiaze,S,1,主责,compact/0450-6babe222.md,cards/0450-6babe222.md,"perf(hiss): Reader/Transform 逐Tile日志门控 (R13 HISS_IO_REPAIR) — Verify 40s->~1s, 写入 33s->~3s"
451,08a758ab,2026-08-06,fujiaze,S,1,主责,compact/0451-08a758ab.md,cards/0451-08a758ab.md,"docs(memory): R13 Phase1 最终闭合验收记录 (完整帧 45.43s, 门禁全过, 偏差如实记录)"
452,ed50c33e,2026-08-06,fujiaze,M,2,主责,compact/0452-ed50c33e.md,cards/0452-ed50c33e.md,feat(reverse): 正式集成反向球面面积 Drizzle (REV-101..107)
453,c7d3b8ff,2026-08-06,fujiaze,S,1,主责,compact/0453-c7d3b8ff.md,cards/0453-c7d3b8ff.md,"fix(spherical): 候选安全上界 1.25 + WCS 收敛阈值下限 + 大半球契约 (ORA-101/103, REV-107)"
454,6f7bba7d,2026-08-06,fujiaze,M,2,主责,compact/0454-6f7bba7d.md,cards/0454-6f7bba7d.md,test(reverse+oracle): 解析球面科学矩阵 30/30 + DLL API 8/8 + edge-cross Oracle 0漏报 + 历史红灯清零
