seq,sha8,日期,作者,分级,权重,角色,紧凑卡,全卡,消息首行
1531,b2d31bfe,2026-09-06,付家泽,S,1,重叠复核,compact/1531-b2d31bfe.md,cards/1531-b2d31bfe.md,chore(ci): V8-CI-004 分发与写租约 [V8-CI-004]
1532,c583e59d,2026-09-06,付家泽,L,4,重叠复核,compact/1532-c583e59d.md,cards/1532-c583e59d.md,feat(ci): V8-CI-004 changed path→checks 映射与 fast profile 实测 [V8-CI-004]
1533,d41f4516,2026-09-06,付家泽,S,1,重叠复核,compact/1533-d41f4516.md,cards/1533-d41f4516.md,chore(ci): V8-CI-005 分发与写租约 [V8-CI-005]
1534,e1fde093,2026-09-06,付家泽,L,4,重叠复核,compact/1534-e1fde093.md,cards/1534-e1fde093.md,feat(ci): V8-CI-005 linux-deep 检查注册与 deep 构建驱动链 [V8-CI-005]
1535,f5d579bc,2026-09-06,付家泽,S,1,重叠复核,compact/1535-f5d579bc.md,cards/1535-f5d579bc.md,chore(ci): V8-CI-006 分发与写租约 [V8-CI-006]
1536,847a7a6b,2026-09-06,付家泽,L,4,重叠复核,compact/1536-847a7a6b.md,cards/1536-847a7a6b.md,feat(ci): V8-CI-006 Windows 构建驱动与 candidate 打包链 [V8-CI-006]
1537,a90dbb90,2026-09-06,付家泽,S,1,重叠复核,compact/1537-a90dbb90.md,cards/1537-a90dbb90.md,chore(ci): V8-CI-007 分发与写租约 [V8-CI-007]
1538,a032c0cc,2026-09-06,付家泽,L,4,重叠复核,compact/1538-a032c0cc.md,cards/1538-a032c0cc.md,feat(ci): V8-CI-007 双平台 workflow、action 锁与 CI 辅助链 [V8-CI-007]
1539,16441987,2026-09-06,付家泽,S,1,重叠复核,compact/1539-16441987.md,cards/1539-16441987.md,chore(ci): V8-CI-008 分发与写租约 [V8-CI-008]
1540,9b3fe93e,2026-09-06,付家泽,M,2,重叠复核,compact/1540-9b3fe93e.md,cards/1540-9b3fe93e.md,feat(ci): V8-CI-008 Fatduck 三 job workflow 与候选选择器 [V8-CI-008]
1541,72df0319,2026-09-06,付家泽,S,1,主责,compact/1541-72df0319.md,cards/1541-72df0319.md,chore(ci): V8-CI-009 分发与写租约 [V8-CI-009]
1542,1e50d49e,2026-09-06,付家泽,M,2,主责,compact/1542-1e50d49e.md,cards/1542-1e50d49e.md,feat(ci): V8-CI-009 负向测试矩阵与守卫补齐 [V8-CI-009]
1543,2c1ffef1,2026-09-06,付家泽,S,1,主责,compact/1543-2c1ffef1.md,cards/1543-2c1ffef1.md,chore(ci): V8-CI-011 分发与写租约 [V8-CI-011]
1544,db09fbc7,2026-09-06,付家泽,S,1,主责,compact/1544-db09fbc7.md,cards/1544-db09fbc7.md,feat(ci): V8-CI-011 GitHub 仓库设置 API 配置与现场复读 [V8-CI-011]
1545,396e880b,2026-09-06,付家泽,S,1,主责,compact/1545-396e880b.md,cards/1545-396e880b.md,chore(ci): V8-CI-010 分发与写租约 [V8-CI-010]
1546,25259880,2026-09-06,付家泽,S,1,主责,compact/1546-25259880.md,cards/1546-25259880.md,fix(ci): 移除失效 AstroCS.wiki gitlink 修复 hosted checkout [V8-CI-010]
1547,2508a379,2026-09-06,付家泽,L,4,主责,compact/1547-2508a379.md,cards/1547-2508a379.md,fix(ci): V8-CI-010 修复轮 2 工具链 policy 校准与产物路径对齐 [V8-CI-010]
1548,77da09ef,2026-09-06,付家泽,M,2,主责,compact/1548-77da09ef.md,cards/1548-77da09ef.md,fix(ci): V8-CI-010 修复轮 3 monitor shim 导入链与 bootstrap UTF-8 [V8-CI-010]
1549,7e974087,2026-09-06,付家泽,M,2,主责,compact/1549-7e974087.md,cards/1549-7e974087.md,fix(ci): V8-CI-010 修复轮 4 run/ 预检豁免与 MSVC preset 可移植化 [V8-CI-010]
1550,05f18274,2026-09-06,付家泽,M,2,主责,compact/1550-05f18274.md,cards/1550-05f18274.md,fix(ci): V8-CI-010 修复轮 5 失败可观测性 error_lines 与 junit 上传 [V8-CI-010]
1551,ff4d2066,2026-09-06,付家泽,S,1,主责,compact/1551-ff4d2066.md,cards/1551-ff4d2066.md,chore(ci): V8-CI-012 分发与写租约 [V8-CI-012]
1552,d416fc9d,2026-09-06,付家泽,S,1,主责,compact/1552-d416fc9d.md,cards/1552-d416fc9d.md,chore(ci): V8-CI-012 派发单回填 base_sha 与派发时刻 [V8-CI-012]
1553,2ca7361e,2026-09-06,付家泽,L,4,主责,compact/1553-2ca7361e.md,cards/1553-2ca7361e.md,fix(ci): V8-CI-012 修复轮 1 ASan 目标旗标/coverage 工具链/远端验证器 [V8-CI-012]
1554,485b8b86,2026-09-06,付家泽,M,2,主责,compact/1554-485b8b86.md,cards/1554-485b8b86.md,fix(ci): V8-CI-012 修复轮 2 重定向剥凭据/coverage 路径与报告步解耦 [V8-CI-012]
1555,52e71804,2026-09-06,付家泽,L,4,主责,compact/1555-52e71804.md,cards/1555-52e71804.md,fix(ci): V8-CI-012 修复轮 3 coverage clang 强制与 pytest 失败可观测 [V8-CI-012]
1556,54a8f9a7,2026-09-06,付家泽,S,1,主责,compact/1556-54a8f9a7.md,cards/1556-54a8f9a7.md,fix(build): F8-b/F8-c coverage 插桩作用域前移与 llvm-cov --sources 语法修复 [V8-CI-012]
1557,b0733710,2026-09-06,付家泽,S,1,主责,compact/1557-b0733710.md,cards/1557-b0733710.md,fix(backend): cpu_profile.schema 断链修复与 V6.1 布局路径收敛 [V8-CI-012]
1558,06e288ab,2026-09-06,付家泽,S,1,主责,compact/1558-06e288ab.md,cards/1558-06e288ab.md,fix(ci): coverage 安装面闭包与 F9-c pytest_tail 扩窗 [V8-CI-012]
1559,b6001684,2026-09-06,付家泽,S,1,主责,compact/1559-b6001684.md,cards/1559-b6001684.md,fix(chore): 刷新 Agent 主机工具链 lock：补装后 9 项 missing 清零 [V81-ADOPT-004]
1560,f2ea0928,2026-09-06,付家泽,S,1,主责,compact/1560-f2ea0928.md,cards/1560-f2ea0928.md,fix(tests): 工程控制 untracked 断链修复批次 2（CLI 协议合同 + task_result schema rehome）[V8-CI-012]
1561,b8a83efa,2026-09-06,付家泽,S,1,主责,compact/1561-b8a83efa.md,cards/1561-b8a83efa.md,fix(version): test_01 过期版本字面量改由单源派生 [V8-CI-012]
1562,a2d47a65,2026-09-06,付家泽,L,4,主责,compact/1562-a2d47a65.md,cards/1562-a2d47a65.md,chore(evidence): V8-CI-010/011/012 状态闭合与 R7 本地收口轮落档 [V8-CI-012]
