seq,sha8,日期,作者,分级,权重,角色,紧凑卡,全卡,消息首行
1,4a2750bd,2026-05-24,fujiaze,M,2,主责,compact/0001-4a2750bd.md,cards/0001-4a2750bd.md,Initial commit: Gaia DR3 XPSD Client
2,802becc2,2026-05-24,fujiaze,L,4,主责,compact/0002-802becc2.md,cards/0002-802becc2.md,Initial commit: Astro Image IO
3,850973a7,2026-05-24,fujiaze,L,4,主责,compact/0003-850973a7.md,cards/0003-850973a7.md,"feat: Star Detector - astronomical star detector with PSF fitting filter, FWHM clipping an"
4,cebab976,2026-05-24,fujiaze,S,1,主责,compact/0004-cebab976.md,cards/0004-cebab976.md,添加百度网盘下载链接
5,1ddbe246,2026-05-24,fujiaze,S,1,主责,compact/0005-1ddbe246.md,cards/0005-1ddbe246.md,删除多余文字
6,2ce5598e,2026-05-26,fujiaze,M,2,主责,compact/0006-2ce5598e.md,cards/0006-2ce5598e.md,feat: 基于SExtractor背景估计 + 修复Moffat4坐标计算
7,b33f88da,2026-05-26,fujiaze,S,1,主责,compact/0007-b33f88da.md,cards/0007-b33f88da.md,docs: README添加检测效果示例图像
8,25d71815,2026-05-26,fujiaze,S,1,主责,compact/0008-25d71815.md,cards/0008-25d71815.md,docs: 添加代码注释，说明核心算法原理
9,23f3ee5f,2026-05-26,fujiaze,S,1,主责,compact/0009-23f3ee5f.md,cards/0009-23f3ee5f.md,Update README.md
10,08a8766a,2026-05-27,fujiaze,M,2,主责,compact/0010-08a8766a.md,cards/0010-08a8766a.md,Add multi-database support (GaiaDR3 and GaiaDR3SP)
11,1153cd95,2026-05-27,fujiaze,S,1,主责,compact/0011-1153cd95.md,cards/0011-1153cd95.md,Merge branch 'master' of github.com:fujiaze/Gaia-DR3SP-C-Client
12,8cbeef6d,2026-05-27,fujiaze,M,2,主责,compact/0012-8cbeef6d.md,cards/0012-8cbeef6d.md,feat: add saturated star detection with debug image output
13,7eb45fce,2026-05-27,fujiaze,S,1,主责,compact/0013-7eb45fce.md,cards/0013-7eb45fce.md,chore: compress example2 image to JPEG for faster push
