seq,sha8,日期,作者,分级,权重,角色,紧凑卡,全卡,消息首行
596,594db03f,2026-08-11,fujiaze,S,1,重叠复核,compact/0596-594db03f.md,cards/0596-594db03f.md,"feat(phase2-v3): R7 Linear Fit Siril-defined semantics (value-sort x, mean-abs-residual si"
597,89ed5482,2026-08-11,fujiaze,S,1,重叠复核,compact/0597-89ed5482.md,cards/0597-89ed5482.md,"feat(phase2-v3): R8 local SNR/fallback production semantics (cell-level local SNR, frame-m"
598,470b5c7c,2026-08-11,fujiaze,M,2,重叠复核,compact/0598-470b5c7c.md,cards/0598-470b5c7c.md,feat(phase2-v3): R9 evidence closure - CUDA micro-chunk begin_offset fix (tiny=large 0 dif
599,746f9981,2026-08-11,fujiaze,M,2,重叠复核,compact/0599-746f9981.md,cards/0599-746f9981.md,feat(phase2-v4): R1 production wiring - stage2_common shared parse/build path + raw/normal
600,cbf6918e,2026-08-11,fujiaze,M,2,重叠复核,compact/0600-cbf6918e.md,cards/0600-cbf6918e.md,feat(phase2-v4): R2 payload-sensitive frame identity - signal/support tile raw-bytes + SNR
601,4d8a8666,2026-08-11,fujiaze,M,2,重叠复核,compact/0601-4d8a8666.md,cards/0601-4d8a8666.md,feat(phase2-v4): R3 complete spatial truth - cross-tile boundary node merge (real seam con
602,777b175d,2026-08-11,fujiaze,M,2,重叠复核,compact/0602-777b175d.md,cards/0602-777b175d.md,feat(phase2-v4): R4 complete sequential RCR - official rcr 2.4.7 performRejection chain (M
603,7a8a1378,2026-08-11,fujiaze,M,2,重叠复核,compact/0603-7a8a1378.md,cards/0603-7a8a1378.md,feat(phase2-v4): R5 real Siril 1.4.3 LinearFit frozen reference - production now matches o
604,1e9498ea,2026-08-11,fujiaze,S,1,重叠复核,compact/0604-1e9498ea.md,cards/0604-1e9498ea.md,feat(phase2-v4): R6 local SNR availability - explicit snr_available bit (no 1.0-as-unknown
605,71d41862,2026-08-11,fujiaze,S,1,重叠复核,compact/0605-71d41862.md,cards/0605-71d41862.md,fix(phase2-v4): config_smoke subprocess PATH (astro_image_io.dll) so parse/schema smoke ru
606,5571e9bc,2026-08-11,fujiaze,S,1,主责,compact/0606-5571e9bc.md,cards/0606-5571e9bc.md,fix(codeql-v1): P1 closure - fix 26 GitHub Code Scanning alerts (1 format-args + 25 intege
607,1d2d9295,2026-08-12,fujiaze,M,2,主责,compact/0607-1d2d9295.md,cards/0607-1d2d9295.md,feat(phase2-v6): V5 geometry closure - remove proximity-alias boundary node merge (distinc
608,507dfaa9,2026-08-12,fujiaze,S,1,主责,compact/0608-507dfaa9.md,cards/0608-507dfaa9.md,feat(phase2-v6): production configs (real_overlap/real_3frame/overlap_cpu) + CodeQL sideca
609,f457ff7d,2026-08-12,fujiaze,M,2,主责,compact/0609-f457ff7d.md,cards/0609-f457ff7d.md,feat(phase2-v7): P7-1 UPM edge basis - tile outer half-cell linear extrapolation (first/la
610,377efdfd,2026-08-12,fujiaze,S,1,主责,compact/0610-377efdfd.md,cards/0610-377efdfd.md,feat(phase2-v7): P7-2 production overlap topology diagnostics - component_count/control-de
