seq,sha8,日期,作者,分级,权重,角色,紧凑卡,全卡,消息首行
1036,6a947f51,2026-08-28,付家泽,S,1,重叠复核,compact/1036-6a947f51.md,cards/1036-6a947f51.md,feat(reaudit): 审核包生成 + 停止时点记账 — 按审核人指示停止打包(控制包打回重做)
1037,020cdc99,2026-08-28,付家泽,M,2,重叠复核,compact/1037-020cdc99.md,cards/1037-020cdc99.md,feat(v4): C0-001 V4控制包本体 — 98原子任务账本+C0..C9检查点链+SCI/ALG/ARCH/CODE/Oracle/门禁规格+强校验器(CONTROL_
1038,ae643541,2026-08-28,付家泽,S,1,重叠复核,compact/1038-ae643541.md,cards/1038-ae643541.md,feat(v4): C0-002..005 — 起点 SHA 冻结(020cdc9)+双平台工具链盘点(2核Linux/16线程Fatduck实测)+V3五项债务登记映射+98行初
1039,b12305ed,2026-08-28,付家泽,L,4,重叠复核,compact/1039-b12305ed.md,cards/1039-b12305ed.md,"chore(v5): 按用户指示移除自造V4重审控制包并归位用户上传的V4_CPU_ADAPTIVE原包 — 自造包由前会话020cdc9/ae64354引入(98任务,非用户物料"
1040,1c580eb9,2026-08-28,付家泽,M,2,重叠复核,compact/1040-1c580eb9.md,cards/1040-1c580eb9.md,chore(v5): 前会话遗留工作树变更归位 — evidence/QA-V19R7-A2-*与self_review/round0-6按AGENTS目录规范移至reports/
1041,38951423,2026-08-28,付家泽,M,2,重叠复核,compact/1041-38951423.md,cards/1041-38951423.md,chore(v5): 补全self_review/旧路径删除侧 — 完成reports/self_review归位(1c580eb漏staging)
1042,f99e80d8,2026-08-28,付家泽,L,4,重叠复核,compact/1042-f99e80d8.md,cards/1042-f99e80d8.md,(BASE-001) 起点冻结与V3/V4风险登记 — BASELINE.json(HEAD=main=origin/main=3895142三SHA一致)+RISK_REGIST
1043,15720f5e,2026-08-28,付家泽,S,1,重叠复核,compact/1043-15720f5e.md,cards/1043-15720f5e.md,"(GOV-001) AGENTS合并V5必需短块与连续执行状态机 — check_agents_gov 10/10要素+mutation试金石通过,删除pwsh/GitBash默认"
1044,9fe142e0,2026-08-28,付家泽,M,2,重叠复核,compact/1044-9fe142e0.md,cards/1044-9fe142e0.md,(VER-001) alpha单一版本源与机器化同步检查 — VERSION=0.9.0-alpha.1唯一源+gen_version生成接口+version.schema.jso
1045,45e64640,2026-08-28,付家泽,M,2,重叠复核,compact/1045-45e64640.md,cards/1045-45e64640.md,(TRACE-001) 六层追溯schema与检查器 — claim_id格式+R1-R7链规则+引用存在(路径/符号级)+VER域6claim种子+5测试含删层mutation必
1046,4dd9385b,2026-08-28,付家泽,M,2,主责,compact/1046-4dd9385b.md,cards/1046-4dd9385b.md,(DOC-001) 术语单位词典冻结 — GLOSSARY 18核心术语唯一含义+bad_mask极性实测(1=坏点)+pixel_weight与frame_quality_wei
