seq,sha8,日期,作者,分级,权重,角色,紧凑卡,全卡,消息首行
266,821a1856,2026-08-01,fujiaze,M,2,重叠复核,compact/0266-821a1856.md,cards/0266-821a1856.md,experiment(drizzle): R05 Gate E FAST C++对照实验 288 cases
267,4b6cb05f,2026-08-02,fujiaze,M,2,重叠复核,compact/0267-4b6cb05f.md,cards/0267-4b6cb05f.md,fix(drizzle): R06 PRECISE 几何修复 B01/B02/B03/B04/B05/B11/B16
268,0f6239c4,2026-08-02,fujiaze,M,2,重叠复核,compact/0268-0f6239c4.md,cards/0268-0f6239c4.md,fix(stage1): R06 Step7 修复 B13/B14/B18/B19/B20/B22
269,fb2dee21,2026-08-02,fujiaze,M,2,重叠复核,compact/0269-fb2dee21.md,cards/0269-fb2dee21.md,test(drizzle): R06 Step8 提交诊断脚本作为 PRECISE 修复证据
270,e841eb88,2026-08-02,fujiaze,S,1,重叠复核,compact/0270-e841eb88.md,cards/0270-e841eb88.md,experiment(drizzle): R06 正确NSIDE重做FAST C++对照实验 288 cases
271,32d6bcce,2026-08-02,fujiaze,M,2,重叠复核,compact/0271-32d6bcce.md,cards/0271-32d6bcce.md,chore(tools): R06 交付工具脚本 - ZIP生成+FAST分析+Wiki哈希
272,f8d749e4,2026-08-02,fujiaze,L,4,重叠复核,compact/0272-f8d749e4.md,cards/0272-f8d749e4.md,docs(acr): freeze bottom-only scope and dependency ADRs
273,35a3843b,2026-08-02,fujiaze,M,2,重叠复核,compact/0273-35a3843b.md,cards/0273-35a3843b.md,feat(acr): add public API and CPU baseline runtime
274,4bba43d0,2026-08-02,fujiaze,M,2,重叠复核,compact/0274-4bba43d0.md,cards/0274-4bba43d0.md,fix(drizzle): R07 PRECISE通量闭合修复 - 三角形扇剖分替代直接S-H裁剪
275,cdefda05,2026-08-02,fujiaze,M,2,重叠复核,compact/0275-cdefda05.md,cards/0275-cdefda05.md,fix(drizzle): R07-M09/M10/M11 修复自动 NSIDE 计算
276,1544f441,2026-08-02,fujiaze,M,2,主责,compact/0276-1544f441.md,cards/0276-1544f441.md,feat(acr): add topology and ISA discovery
