seq,sha8,日期,作者,分级,权重,角色,紧凑卡,全卡,消息首行
46,2767c66b,2026-07-12,fujiaze,M,2,重叠复核,compact/0046-2767c66b.md,cards/0046-2767c66b.md,refactor: archive residual Python photometric files
47,312dd8ad,2026-07-12,fujiaze,S,1,重叠复核,compact/0047-312dd8ad.md,cards/0047-312dd8ad.md,"perf: fix PSF performance regression (9.26s -> 0.26s, -97.1%)"
48,9d6b200a,2026-07-12,fujiaze,S,1,重叠复核,compact/0048-9d6b200a.md,cards/0048-9d6b200a.md,fix: dynamic buffer for .ahpx header JSON reading
49,9de3fa88,2026-07-13,fujiaze,M,2,重叠复核,compact/0049-9de3fa88.md,cards/0049-9de3fa88.md,docs: update memory.md and README to v2.0 C++ DLL version
50,9e366aed,2026-07-13,fujiaze,S,1,重叠复核,compact/0050-9e366aed.md,cards/0050-9e366aed.md,docs: add module memory.md and update README with performance fix
51,675d351d,2026-07-13,fujiaze,S,1,重叠复核,compact/0051-675d351d.md,cards/0051-675d351d.md,docs: add module memory.md and update README with GitHub repo info
52,5c2a5e7f,2026-07-13,fujiaze,S,1,重叠复核,compact/0052-5c2a5e7f.md,cards/0052-5c2a5e7f.md,docs: update memory.md and README with C++ DLL switch status
53,39498757,2026-07-13,fujiaze,S,1,重叠复核,compact/0053-39498757.md,cards/0053-39498757.md,docs: add module memory.md and update README with GitHub repo info
54,65a52de3,2026-07-13,fujiaze,S,1,重叠复核,compact/0054-65a52de3.md,cards/0054-65a52de3.md,docs: add module memory.md and update README with usage examples
55,75c6ab30,2026-07-13,fujiaze,S,1,重叠复核,compact/0055-75c6ab30.md,cards/0055-75c6ab30.md,docs: add module memory.md and update README with GitHub repo info
56,e72ffb9c,2026-07-13,fujiaze,S,1,主责,compact/0056-e72ffb9c.md,cards/0056-e72ffb9c.md,docs: add missing memory.md with version history and algorithm details
57,c3664ea7,2026-07-13,fujiaze,S,1,主责,compact/0057-c3664ea7.md,cards/0057-c3664ea7.md,docs: refresh memory.md with repo restructure record
58,037c1b26,2026-07-13,fujiaze,S,1,主责,compact/0058-037c1b26.md,cards/0058-037c1b26.md,docs: refresh memory.md with repo restructure record
59,f63e922b,2026-07-13,fujiaze,S,1,主责,compact/0059-f63e922b.md,cards/0059-f63e922b.md,docs: refresh memory.md with repo restructure record
60,81b0ec5f,2026-07-13,fujiaze,S,1,主责,compact/0060-81b0ec5f.md,cards/0060-81b0ec5f.md,docs: refresh memory.md with repo restructure record
61,95f7ba9c,2026-07-13,fujiaze,S,1,主责,compact/0061-95f7ba9c.md,cards/0061-95f7ba9c.md,docs: refresh memory.md with repo restructure record
62,2a6a4d37,2026-07-13,fujiaze,S,1,主责,compact/0062-2a6a4d37.md,cards/0062-2a6a4d37.md,docs: refresh memory.md with repo restructure record
63,557a4d12,2026-07-13,fujiaze,S,1,主责,compact/0063-557a4d12.md,cards/0063-557a4d12.md,docs: refresh memory.md with repo restructure and updated links
64,bd7da16c,2026-07-13,fujiaze,S,1,主责,compact/0064-bd7da16c.md,cards/0064-bd7da16c.md,docs: update version to V5.0 in README
65,6a6cc8c5,2026-07-13,fujiaze,S,1,主责,compact/0065-6a6cc8c5.md,cards/0065-6a6cc8c5.md,chore: ignore python/tests/output directory
66,3fc4bfe4,2026-07-14,fujiaze,L,4,主责,compact/0066-3fc4bfe4.md,cards/0066-3fc4bfe4.md,fix: STF预设单位重构 + .hiss改球面渲染消除摩尔纹
67,6cea0691,2026-07-14,fujiaze,M,2,主责,compact/0067-6cea0691.md,cards/0067-6cea0691.md,fix: 重写视角控制为赤道仪相机 + 修复 look_at_matrix 矩阵存储 bug + 菱形像素几何修正
