docs/algorithms/v6/phase2-surface/ALG-P2-SURF-REJECTION.md	lines=94	verdict=FINDING:W3-D1-b002-1	evidence=§2.2表引『ALG-REJ-001 F13』—在 REJECTION_ALGORITHMS.md 内 grep F13 零命中(其范围行仅ALG-REJ-001..008,F13实在 PHASE2_REJECTION.md:360);§7阈值登记行称 large_scale min_structure 8/low 2/high 2 全部继承 ALG-REJ-001,但该文档无此数值(实在 PHASE2_REJECTION.md:110/182),属锚归属错误;而 rejection.h:20-21 禁正负号判向与 F7『n≤underdetermined(2)/non-finite→INVALID_INPUT』及 sigma 4.0/3.0/8iter、ESD α0.05 max10(:98-99)均核实属实	batch=b002
docs/algorithms/v6/phase2-surface/ALG-P2-SURF-UPM.md	lines=106	verdict=FINDING:W3-D1-b002-2	evidence=δ=1.345/zero_anchor 1e-3/sigma_floor/k_corr=1.4 与 control_ivar=1/(k_corr·π/2·σ²/N) 逐条对拍 UPM_SOLVER.md:21/89/19/98/16 命中;但§4宣称 max_iter=100、tol=1e-6『沿用 UPM_SOLVER.md』——该文件 grep 无此二值(实在 PHASE2_UPM_IMPL.md:370-371,数值本身正确);§7 rc=2 门与 UPM_SOLVER §4边界表 control_ivar≤0/nonfinite→rc=2 build fail 吻合	batch=b002
docs/algorithms/v6/phase2-surface/ALG-P2-SURF-VERIFICATION.md	lines=136	verdict=OK	evidence=§2五条命令脚本 surf_oracle.py/check_spec.py/run_gate_and_mutations.py/build_summary.py/run_all.sh 全部实测存在于 run/v6/alg-p2-surf/oracle/;summary.json 实测 oracle 46/46、spec_check 12/12、gate_mutations 19负向全红且 worktree_tracked_dirty=37 与§1表一致;§1四枚SHA(125bc09993…/29747831/1c4e5f92/28e0ac6c) git cat-file 均命中	batch=b002
docs/algorithms/v6/phase2-surface/README.md	lines=98	verdict=FINDING:W3-D1-b002-3	evidence=§2冻结常量表11条与 run/v6/alg-p2-surf/spec/alg_p2_surf_spec.json frozen_constants 逐值+unit对拍一致(0.05/0.20/0.03/1e-09/1e-12/1000000.0/1e-10/2/50/0.10/0.10);所引 FZ-AP2S-* 与 16 条继承 FZ-* 全部命中 adjudications.json.freeze_table(42条);唯§3表把 FZ-PROV-KCORR 落点写成 ALG-P2-SURF-UPM.md §5,而该文档§5是参数协方差传播、k_corr实在§6(其:22行自指亦为§6)	batch=b002
docs/algorithms/v6/phase3/ALG-P3-001_KERNEL_REGISTRY.md	lines=109	verdict=OK	evidence=§3.3实测表与 run/v6/alg-p3/data/kernel_oracle.json 逐项吻合:max_interp_err 0.027395522/上界0.027777/比值0.9862/权重和偏差0.0/zero_fill_error 1.3223/ok=true independent=true;§1注册表5核 status+生产默认(仅第三核true)与 alg_p3_spec.json kernels 一致;『DESIGN-P3-001 §3:30-37』行锚实指 PHASE3_DETAILED_DESIGN.md:30-37 四象限双线性条款,存在	batch=b002
docs/algorithms/v6/phase3/ALG-P3-001_SPEC.md	lines=363	verdict=OK	evidence=五处 DESIGN-P3 行锚(§1:11-13三模式/§4:41-47 C_y=R C_x Rᵀ/§5:49-57 FITS/§6:59-61流式/§5:57原子写)逐一落在 PHASE3_DETAILED_DESIGN.md 对应行;§6 DATA_SEMANTICS §30.4:2475 实测§30.4占2429-2484且2473-2476正是 VARIANCE/IVAR BUNIT=signal²段;§3.2 nside=512 mean|ρ|≈0.19 命中 UNCERTAINTY_AND_COVARIANCE.md:22;§1.3/§3.3/§4.2数值(1.11e-16/0.033248/21.7114/30.4549/91.76%/94.77%)对拍 oracle_results.json 与 oracle_mutations.json 全真;§2.1 legacy枚举 support_x_snr2/psf_snr_power 在 weight-mode schema 内	batch=b002
docs/algorithms/v6/phase3/ALG-P3-001_VERIFICATION.md	lines=184	verdict=OK	evidence=§3表12行对拍 run/v6/alg-p3/data/oracle_results.json:seed=20260915、draws=60000、checks 10/10 all_ok、psf_sum 0.9999999999948983、median_diag_deficit 0.23313、constant_sb偏差4.44e-16 全中;§4.1 mutation 值(行和0.5/0.5556/4.625/5.106×/42.78×/flux_bias 0.9477/rel 0.2871)与 oracle_mutations.json 一一对应;§0证据采集HEAD 29747831f… git 实存;§2八条命令的四个 tools/*.py 均存在	batch=b002
docs/algorithms/v6/phase3/README.md	lines=65	verdict=OK	evidence=§1文件索引3篇与本目录实有文件(SPEC/KERNEL_REGISTRY/VERIFICATION)一致无多余;§5摘要数字(oracle 10/10、gate 28/28、spec 16/16、P3-O7交叉残差1.27e-6)与 VERIFICATION §2-4 及 oracle 数据一致;§3五个 FZ-P3-* 自有条目与 SPEC/KERNEL 正文出现处吻合;所引 PHASE3_PROPAGATION_REVIEW.md、SCI-ADJ-001 冻结清单、adjudications.json 三条路径均实测存在	batch=b002
docs/design/PHASE1_DETAILED_DESIGN.md	lines=149	verdict=OK	evidence=§4.1式 y_p=[r_p−b_p−α(d_p−b_p)]/f_p (α=t_light/t_dark) 与 §4.2 V(y_p) 传播式在 01_calibration.md:25/31 逐字继承;§6 A_NEA=1/ΣP_p² 与 docs/science/PSF_SIGNAL_WEIGHT.md:31-32 W_info=a²/(σ²·A_NEA) 一致;§8.1三对象(SNR_s/m_5/W_psf)与 07_noise_snr.md:19-21 对应;§8.2双产品与所引 PSF_SIGNAL_WEIGHT 文档实存	batch=b002
docs/design/PHASE2_DETAILED_DESIGN.md	lines=113	verdict=OK	evidence=§6.1 s_hat=(AᵀC⁻¹A)⁻¹AᵀC⁻¹d 与 SCI-ADJ-001_FREEZE_LIST.md:50 FZ-FORMULA-GLS 冻结式逐字一致(权威式无误);§4 y_k=g_k s(x)+b_k(x)+ε 模型与 SURF-UPM/11_upm 继承一致;§6.3 weight_mode=psfsw_robust 非QA-only 表述与 FZ-GATE-PSFSW 系条目语义相符;§2七operation流程与 ASTROCS_DESIGN.md:205-218 §4.2 flowchart(admit→…→原子发布)一致	batch=b002
