docs/plugins/algorithms_phase2/13_integration.md	lines=91	verdict=FINDING:W3-D1-b003-1	evidence=§3 参考的 mosaic_product.schema.json 全仓 find（排 run/build）0 命中，数据合同锚悬空；§4.0 逆方差叠加与上位设计 §4.3「SNR 检测与逆方差叠加」标题核对一致；Q_k=a_kP_kᵀC_k⁻¹d_k 与 PSF_SIGNAL_WEIGHT.md §2 公式互认；weight_mode 默认 point_information 与 phase_config_mosaic.schema.json 枚举一致	batch=b003
docs/plugins/algorithms_phase3/14_projection.md	lines=67	verdict=OK	evidence=并发修正后复核绿：§3 所引 projection_registry.schema.json 已于 2026-09-16 SCI-FIX-PROJ 补建实存（4889B、含八投影枚举，MODULE_MAP.yaml:445 指向同文件）；§4 自注「已实现 4/8、STG/MOL/CEA/ZEA 归 P3-001/GAP-011 registry_find fail-closed」与 p3_proj_v6.h:63 registry_frozen_set、PHASE3_PROJ_IMPL.md §15.1 一致；§8 八投影全覆盖措辞已收窄为已实现四先落	batch=b003
docs/plugins/algorithms_phase3/15_resample.md	lines=56	verdict=FINDING:W3-D1-b003-3	evidence=§4「四象限最近中心双线性」锚实读属实（p3_resample.cpp:344 四象限确定性注释）；§2 所引 UNCERTAINTY_AND_COVARIANCE.md 实存且 :71 有「Phase3 重采样方差传播」条款；§3 所引 export_product.schema.json 全仓无命中	batch=b003
docs/plugins/algorithms_phase3/16_fits_output.md	lines=60	verdict=FINDING:W3-D1-b003-4	evidence=§4 临时写→fsync→原子 rename→重开验证与上位设计 §9（I/O 与原子产品）及复用 aio 条款一致；band_height 与内存序 O(width×band_height+tile_cache) 自洽；§3 所引 fits_product.schema.json 不存在	batch=b003
docs/plugins/infrastructure/17_aio.md	lines=53	verdict=OK	evidence=§7「I/O 错误 → exit 7」与码表 cli/exit_codes.h:14 枚举值 IO=7 核对一致；§3 通配锚 contracts/schemas/*.schema.json 实命中 12 文件+unified/v6 子目录；§5 fsync/checksum 默认 true 与 §4 分层写/缓存条款文本自洽	batch=b003
docs/plugins/infrastructure/18_cli.md	lines=59	verdict=FINDING:W3-D1-b003-5	evidence=§6 宣称退出码唯一源 include/astrocs/exit_codes.h 但该路径 ls 不存在（值 2/3/4/5/6/7/8/9/10/70 实全在 cli/exit_codes.h:9-18，路径写错）；§4 命令树 doctor/-y/-force/--template 与上位设计 §6.2 逐条一致；§3 所引 cli_output.schema.json 与 events.schema.json 均不存在（实际为 jsonl_event_v1.schema.json）	batch=b003
docs/plugins/infrastructure/19_runtime.md	lines=54	verdict=OK	evidence=§7 退出码 5/6/9/10 与码表 BACKEND/COMPUTE/CANCELLED/RESOURCE 枚举值及语义核对一致；§3 run_*.schema.json 通配实命中 run_manifest.schema.json；§5 workers/block「由 profile」与上位设计 §8「不得硬编码 workers」不冲突	batch=b003
docs/plugins/infrastructure/20_benchmark.md	lines=51	verdict=OK	evidence=§3「缓存位置：程序安装目录」与上位设计 §6.2 条文「benchmark 直接输出 profile 到安装目录，后续运行时自动读取」逐字一致；cpu_profile.schema.json 实存核对；§4「中位数/稳健汇总不用一次最快值」「无 profile 保守运行不阻塞」与不硬编码原则自洽	batch=b003
docs/plugins/infrastructure/21_observability.md	lines=120	verdict=FINDING:W3-D1-b003-6	evidence=并发重写 47→120 行后整读复核：§3 产物名改下划线式且实测 commands.cpp:510/743/744 真实 emit（resource_timeseries.csv/resource_summary.json/worker_balance.csv），原「产物名未落地」子项闭合；§8 G-RES-01 与 contracts/resource_gate_v1.json 数值互认成立（10s 严格界/≥2cpu/分母 granted_workers 哨兵0；resource_gate.h:22 生成头+kWorkerP50Min；--strict-resource-gate@commands.cpp:613-619；run_monitored.py:556/:579；test_frozen_gate.py 实存）；唯 §2:11/§3:17 仍指 contracts/schemas/events.schema.json，ls 不存在（实际 jsonl_event_v1.schema.json），锚仍悬空，新 path:line=21_observability.md:11,17 [recheck@15:38Z]	batch=b003
docs/plugins/infrastructure/22_gaia_xpsd_client.md	lines=56	verdict=FINDING:W3-D1-b003-7	evidence=§4 对侧 gaia_client.c bbox_intersects@:927 与 polar_plane_intersects@:981 grep 实中；消费方锚 docs/plugins/algorithms_phase1/05_platesolve.md 实存；§3 所引 catalog_query.schema.json 全仓 0 命中	batch=b003
