seq,sha8,日期,作者,分级,权重,角色,紧凑卡,全卡,消息首行
1366,c1585123,2026-08-31,付家泽,S,1,重叠复核,compact/1366-c1585123.md,cards/1366-c1585123.md,"GOV-002: gate 与依赖状态机 (12 负例全抓, 全部错误聚合, 任务数校验, F-034/035 闭环)"
1367,99a79200,2026-08-31,付家泽,L,4,重叠复核,compact/1367-99a79200.md,cards/1367-99a79200.md,"VER-001: 版本推进 0.10.0-alpha.2 (VERSION 单源, 生产源码 0.1.0/alpha.1 清零, P3 provenance 派生, checker"
1368,abb75893,2026-08-31,付家泽,M,2,重叠复核,compact/1368-abb75893.md,cards/1368-abb75893.md,"CHK-001: 生产可达调用图检查器 (compile_commands+nm, 负例抓 session/drizzle 直连, JSON/DOT 图, ACR 零可达)"
1369,1490bae5,2026-08-31,付家泽,M,2,重叠复核,compact/1369-1490bae5.md,cards/1369-1490bae5.md,"CHK-002: 非空静态图/运行图检查器 (--ir/--module-index/--trace 必填, 7 负例全抓, 空 trace FAIL)"
1370,80a00b1e,2026-08-31,付家泽,M,2,重叠复核,compact/1370-80a00b1e.md,cards/1370-80a00b1e.md,"CHK-003: serial-heavy 与资源接线检查器 (P2 宏关/P3 双循环/无 gate caller 负例全抓, allowlist 登记)"
1371,545bd4d4,2026-08-31,付家泽,S,1,重叠复核,compact/1371-545bd4d4.md,cards/1371-545bd4d4.md,G1-STATUS: G1 门清单 7/7 PASS (治理/版本/检查器)
1372,ef9e34db,2026-08-31,付家泽,M,2,重叠复核,compact/1372-ef9e34db.md,cards/1372-ef9e34db.md,"RT-001: 冻结 Runtime 与模块公共合同 (Runtime/ModulePlan/IModule/ThreadBudget/RAII lease, ABI layout"
1373,30c83b45,2026-08-31,付家泽,M,2,重叠复核,compact/1373-30c83b45.md,cards/1373-30c83b45.md,"RT-002: 全局原子 ThreadBudget 租约 (三策略 RAII 归还, 双节点不超卖/异常/取消恢复, 8x PASS)"
1374,a03077ec,2026-08-31,付家泽,M,2,重叠复核,compact/1374-a03077ec.md,cards/1374-a03077ec.md,"RT-003: 并发安全 RunContext (快照访问/唯一 producer/TSan 修复 scheduler budget 竞争, 4 测试 TSan PASS)"
1375,90cf35a8,2026-08-31,付家泽,M,2,重叠复核,compact/1375-90cf35a8.md,cards/1375-90cf35a8.md,"RT-004: nlohmann 驱动 PipelineIR 解析+ModuleRegistry 静态验证 (9 错误种类全 fixture, CLI 重链接通过)"
1376,c764c2be,2026-08-31,付家泽,M,2,主责,compact/1376-c764c2be.md,cards/1376-c764c2be.md,"RT-005: 可执行 ModuleRegistry (真实 Phase1/2/3 工厂, 合同校验/重复端口/heavy+serial/ACR 拒, nlohmann index"
1377,d0114cd4,2026-08-31,付家泽,M,2,主责,compact/1377-d0114cd4.md,cards/1377-d0114cd4.md,"RT-006: 唯一 Scheduler+Runtime DAG 调度 (节点级失败传播/内存回压/node-ID 状态/add_node move 修复, TSan PASS)"
1378,d5f5143a,2026-08-31,付家泽,M,2,主责,compact/1378-d5f5143a.md,cards/1378-d5f5143a.md,"RT-007: 类型化 ArtifactStore (role 绑定 P1→P2→P3, 篡改检测, 唯一 producer, JSON roundtrip)"
