问题扫描/_recheck/_g2_ids.json	lines=63	verdict=OK	evidence=PARSE-OK: json.load 成功；顶层=list 62 个唯一 ID 串（dup=0），首元素 FD-F-002、末元素 V9-N-11；62/62 全命中 问题扫描/账本/FIX_LEDGER.jsonl；其前 39 项与本批 _work 39 单逐一对位，第 40 项 M7-I-204 起属他批清单
问题扫描/_recheck/_work/FD-F-002.md	lines=15	verdict=OK	evidence=标题行 ID 即 FD-F-002 与文件名一致；类别 F_TEST_GAP、优先级 P1 账本+表两源同判（rb=Y）；锚 cli/resource_recorder.h 与 tests/unit/mon001_recorder_test.cpp 俱在，现测字面量 normalized_cpu_100pct_all_allocated_cores 已漂至 :287 且值翻为 false、守卫仍是 js.find 子串式（:100）⇒ 机制断言仍可证；「路径订正 cli/」自述与实况相符
问题扫描/_recheck/_work/L28e-E-001.md	lines=15	verdict=OK	evidence=文件名与标题 ID 一致；E_TRACE_BREAK 与 P1 账本=表=单（producer L28e）；16 枚 TEST-UPMW/TEST-PR-UPM 之 f-string 铸造点 tools/quality/v19r3_traceability.py 与 docs/TRACEABILITY.csv 在位；差异如实：synthetic_gate.cpp、control_median_mc_test.cpp、noise_model_science_test.cpp、lib/phase2/CMakeLists.txt 均为迁移前旧路（eaf32aad ARCH-001 等价迁移 35 目录）
问题扫描/_recheck/_work/M1a-A-006.md	lines=15	verdict=OK	evidence=标题 ID=M1a-A-006=basename；账本侧 A_SCI_DEF 级别 P1 两行登记一致（来源 L01-015）；J2016.0 与 ICRS/J2000 混用、pm/parallax 契约置 0 之 grep 零命中主张，表列5 复跑相符；ASTROMETRY.md 与 STANDARDS_REGISTRY.md 锚存在；gaia_client.c 与 ipv_api.h 属旧路现居 lib/algorithms/**
问题扫描/_recheck/_work/M1a-C-004.md	lines=16	verdict=OK	evidence=核对 ID 与文件名同；账本行载 C_DOC_CODE_GAP 级别 P0 且 rb=Y；FOV≤20° 零强制点与 TAN 半球 d<57.519° ⇒ 对角约 115° 复算为本单独有；PHASE3_HIPS_TO_FITS.md、STANDARDS_REGISTRY、PHASE3_PROJ_IMPL.md、p3_wcs.cpp 四锚实存；module_adapters.cpp 现落 lib/infrastructure/scheduler/src/（旧路失效已登记）
问题扫描/_recheck/_work/M1a-E-001.md	lines=16	verdict=OK	evidence=ID 自述与文件名同（来源 L01-013）；类别 E_TRACE_BREAK 优先级 P1 三方对齐；「module.yaml 称根 CMake 无 ipv 目标而实存 astrocs_p1_ipv」主张双登（表现测 :528，单记 :507 的行漂已注）；docs/algorithms/PLATESOLVE.md 在位；lib/plate_solve/module.yaml 为 eaf32aad 迁移前旧路
问题扫描/_recheck/_work/M1a-G-002.md	lines=14	verdict=OK	evidence=ID 与文件名相符（L02-015 来源）；G_GOV_GATE 与 P1、rb=Y 账本=表一致；contracts/schemas/phase3_request_v1.schema.json 现测目录 13 件无此名 ⇒ 断链宣称仍真；API-P3-001 FROZEN 未随 §18.1 升级＋test_p3_api.py assertIn 文档子串门两 token 唯此单有；PHASE3_API_V1.md 与其门测在位
问题扫描/_recheck/_work/M2a-A-3.md	lines=17	verdict=OK	evidence=标题行 ID 即 M2a-A-3 同 basename；账本载 A_SCI_DEF/P1 两行一致（L10-018）；ang_dist < best_ang_dist 平手先见胜、out_match_idx −1 单行语义两 token 唯本单具；GAIA_QUERY.md 与 DATA_SEMANTICS.md 在位；gaia_client.c/.h 已迁 lib/infrastructure/gaia_xpsd_client/，tests/unit/gaia_adapter_test.c 仍原位
问题扫描/_recheck/_work/M2a-C-12.md	lines=18	verdict=OK	evidence=文件名=标题 ID 无误；账本示 C_DOC_CODE_GAP/P1 与单内三分陈述 (a)修复(b)失实(c)schema 恒零一致；parallax/pmra/pmdec/source_id 四列 published schema＋CAT-GAIA-IMPL calloc 注释唯此单；DATA_SEMANTICS.md 存在；README、module_entry.c、types.h、gaia_client.c 旧路已迁移（现路径 test 命中）
问题扫描/_recheck/_work/M2a-C-7.md	lines=18	verdict=OK	evidence=标题 ID 与 basename 对；类别 C_DOC_CODE_GAP 级别 P1 账本=表=单（L10-006）；BLOCK_CACHE_MAX_MEMORY 每文件私有 × MAX_FILES=32 ⇒ 名义 128GB 复算唯本单；GAIA_QUERY.md 在位；已登记差异：REBASE 现证据示 gaia_client.c 已改客户端级总预算 BlockCacheBudget（:274 共享）= 本单所载实现事实系整改前快照
