tests/backend/p3_session_probe.cpp	lines=71	verdict=FINDING:W3-T1-b002-1	evidence=make_host() 组 astrocs_host_services_v1 三 stub(stub_alloc/stub_cancel) 与 ACS_SPAN_U8 拼 request JSON(含 longitude_parity=east_left) 本身与 lib/phase3_session/p3_session.h:16/23 现行导出一致；但唯一消费方 test_phase3_reproject_oracle.py:122 的 AIO=lib/astro_image_io(:22) 与 C=lib/common(:24) 目录均不存在 → 该 probe 今日无任何可编译调用链(tests/unit 与 tests/integration CMake 亦无注册条目)，归 F1
tests/backend/p3_wcs_main.cpp	lines=65	verdict=OK	evidence=p3_wcs_make/p3_wcs_pix2world/p3_wcs_world2pix/p3_wcs_fits_keywords 四子命令(make/p2w/w2p/kw) 输出 %.12e CD 阵元与 FAIL <code>；消费链活：test_p3_wcs.py:45 HOST=lib/phase3_session(存在) 实测 python3 -m unittest tests.backend.test_p3_wcs → Ran 6 tests OK；瑕疵仅 L21 d5 lambda 定义后 (void)d5 弃用(死代码，不立条)
tests/backend/phase1_fixture_main.cpp	lines=108	verdict=OK	evidence=--make-bad-flat 产 flat_zero/flat_neg/flat_nan(nan_idx=7) 三负例喂 RESCUE-P0-06 退化 flat 边界；已知值链 V_BIAS=100→输出 40 与 (200-100-50)/1.25 复算吻合；调用链活：tests/cli/test_phase1_inprocess.py:42 AIO=next() 回退解析到 lib/infrastructure/aio(其 include/astro_image_io.h 与 src/aio_fits.h 实存, aio_write_fits 于 :106 导出)；小疵：L27 usage 串漏列 --make-bad-flat 模式
tests/backend/phase2_fixture_main.cpp	lines=254	verdict=FINDING:W3-T1-b002-4	evidence=write_frame(with_ivar)/write_seam_frame 按 B1-A5 合同 var_num_sum=AREA²·0.01 且 RESCUE-FD-08 注释声明生产正样本必携 ivar，但 L216 --make-const 调 write_frame 未传 with_ivar → CONST.hips 无 ivar 与同文件自身合同矛盾(消费方已死无法实测验证)；--make-seam-n 的 6 周期 modes/offs+43*cyc 轮换设计合理；全部消费者(fixture_common.py:19 astro_image_io、:54/:63 lib/common/healpix 与 test_phase3_reproject_oracle.py)引用已消失目录 → 链不可达，归 F1
tests/backend/profile_gen_main.cpp	lines=28	verdict=FINDING:W3-T1-b002-5	evidence=arg_of 解析 --out/--mode/--version(默认中性 0.0.0-alpha.0 依 N3 占位纪律)/--backend-sha，out 缺省 return 2；本体仅转调 generate_profile_json(lib/infrastructure/benchmark/backend_host/profile_gen.h:18 实存)；唯一驱动 test_cpu_profile.py:38-42 用已消失的 lib/backend_host 作 -I/源 → 实测 g++ 报 "profile_gen.h: 没有那个文件"，probe 现不可构建，根因记于行 13/F1
tests/backend/syn008_seam_main.cpp	lines=153	verdict=FINDING:W3-T1-b002-6	evidence=P2ControlObservation 注入 true_sky+frame_field(0.4·cosδ·cosα 等三场)+kNoiseRms=0.05 高斯噪声(定种 20260812)，cfg.smoothing_lambda=0.3/sigma_floor=0.02，p2_upm_build→calib 逐帧 p2_upm_calibrate_block 出 cross-frame seam p50/p95/max；L136 星点格 push d*0.0 与消费方"星点 cell 不计入 seam"语义有别(补零进分布, 轻微)；两个调用者 test_seam_metric_gate.py:17-22(lib/phase2、lib/common、build/linux-openmp-on/libphase2.a)与 test_p2007 均指已消失树 → 唯一注册面(非 ctest)全断，归 F1
tests/backend/test_abi_kernels.py	lines=183	verdict=FINDING:W3-T1-b002-7	evidence=L6 HOST=lib/backend_host 已随 ARCH-001 消失：本机 g++ 在位实测 python3 -B -m unittest tests.backend.test_abi_kernels → "fatal error: .../lib/backend_host/host_services.cpp: 没有那个文件" FAILED(errors=1)，证伪 tests/test_index.csv L6 "errors=29 全为 g++ 缺失" 台账宣称(F1)；另 L178-180 test_05_budget_exhaustion 只 assertIn("ORACLE_RUNNER_DONE", setUpClass 存量输出) 而 kernel_oracle_main.cpp:126 仅跑 budget 1/4，无 0-worker 场景 → 断言恒真且名实不符(F5)；test_02 OUTA/OUTB 逐位与 test_03 独立 _ref 复算本身为强约束
tests/backend/test_abi_loader.py	lines=188	verdict=FINDING:W3-T1-b002-8	evidence=负例设计强：test_06a required_features_bits 缺失断 "FALLBACK malformed"+回显键名，test_06b 循环 5 种恶意类型("0"/-1/0.5/true/null)均拒，test_07 七种注入(/tmp/evil.so、..\\evil.so、C:/evil.so)断 REJECT_SECURITY 且 assertNotIn("LOADED")；但 L6 HOST 与 L45-49 lib/common/crypto/sha256.cpp 均指向已消失目录，setUpClass:20-22 编译必败 → 全文件当前 fail-closed 不可达(F1)
tests/backend/test_abi_v1.py	lines=96	verdict=FINDING:W3-T1-b002-9	evidence=L7 SRC=lib/backend_host 消失 → 本机实跑 FAILED(failures=2,errors=2)，仅 test_01(gcc -std=c11 编 include/astrocs/common_abi_v1.h, -I 为存活 include/) 通过(F1)；test_03 以 dbg.stdout.splitlines()[0]==rel.splitlines()[0] 支撑"Debug/Release 布局逐字节一致"宣称——只比首行，弱于其注释语义；test_04 十二 kernel id 枚举+assertNotIn("march=native","-mavx") 读文亦死于旧路径 FileNotFoundError
tests/backend/test_bench_candidates.py	lines=94	verdict=FINDING:W3-T1-b002-10	evidence=L6 HOST 旧树(L14-16 编 bench_harness.cpp 与 lib/common/crypto/sha256.cpp) → 当前不可构建(F1)；断言质量高：test_01 对 avail=33 精确断 "1 17 33" 派生并 assertNotIn("W avail=16: 2 4 8 16") 反固定表，test_02 断三 L2 档公比 4 且互不相同，test_05 在 bench_harness.cpp 源码区间 assertIn("(available_cpus + 1) / 2u") 并 assertNotRegex 常数组
