tests/__init__.py	lines=0	verdict=NA:empty	evidence=stat 0 字节 + file(1) 输出 "empty"；角色=根包标记：本批实测 python3 -B -m unittest tests/api/test_p2_api.py 能按 tests.api.* 全路径导入即依赖它；删除则整树模块式 discover 报 ModuleNotFoundError
tests/abi/abi002_lifecycle_probe.c	lines=297	verdict=OK	evidence=L24 acs_lc_transition_allowed_v1 参考实现+L160 dump_matrix 输出 4 状态×4 实例 op 机器表；main 汇总 RESULT: ALL_OK(L295) 且任一 expect 失败置 g_fail 返 1；被 test_abi002_lifecycle.py compile_probe(L67) gcc/g++ 双编译执行，本批实跑 18/18 OK@e6d65dcd
tests/abi/abi003_loader_probe.c	lines=150	verdict=OK	evidence=cmd_load L95 哨兵 h=(acs_loader_handle*)0x1 证明失败必置 out NULL，LOAD_FAIL status/detail 单行机读格式(L99)；调用链三处实存：test_secure_loader.py:33(实跑 36 checks 0 FAIL)、mod001_install_load_check.py:57、test_abi005_echo.py:48
tests/abi/abi004_registry_probe.c	lines=150	verdict=OK	evidence=open_registry L61-68 构 acs_registry_options_v1 含 scan_unregistered；CHECK_OK 分支逐条打 F kind/entry/aux(L103-115)；kind 取值 7~14 与 runtime/registry/module_registry.h ACS_REG_EC_* 枚举一一对得上；被 test_module_registry.py:46(实跑 28 checks 0 FAIL)与 test_abi005_echo.py:49 编译调用
tests/abi/mod001_install_load_check.py	lines=378	verdict=FINDING:W3-T1-b000-5	evidence=S6 注入断言真约束(tamper→detail=5/module_id 错配→15/root 越界→4/缺失→6 必败 L306-321; S8 删 astrocs_p1_calibration.so 后 verify+CLI 双必败 L350-361)；但 docstring L14-16 宣称 S4 登记"6 个科学模块 DLL…astrocs.p1.noise"，与 L67-73 SCIENCE_MODULES 实为 5 项及 L255 检查文案"5 平台 + 5 科学"矛盾(F-CI-002-01 noise 摘出后残留)
tests/abi/test_abi002_lifecycle.py	lines=360	verdict=OK	evidence=test_10 解析探针 state_matrix 逐行与 lc_allowed 镜像做 0/1 值比对(非存在性)；test_33 断言 schema.target_version==根 VERSION(实核 0.11.0-alpha.2 一致)防漂移；注册可达=test_index.csv 第 5 行 discover(该行 errors=9 注记系无 gcc 节点旧账，本机 gcc 在位实跑 18 tests OK)
tests/abi/test_abi005_echo.py	lines=377	verdict=OK	evidence=scan_no_static_echo(L130)正则禁宿主直调 astrocs_module_query_v1( 且按 M8-F-001 注释排除 module_entry.* 误报；N4 以 nm -u 证 loader/registry 对象对入口符号仅经 dlsym；L4 篡改 .so 中部字节断言 detail=5；TestCase 包装(原直跑 discover 采集 0 用例)，实跑 29 checks 0 FAIL
tests/abi/test_mod001_install_load_check.py	lines=47	verdict=OK	evidence=_real_cmake_build_dir 按 CMakeCache.txt 择优 build/linux-control(注释点明根 build/ 仅 cp 产物的 M8-F-001 教训)；伪装 sys.argv 防 argparse SystemExit(2)；无构建树时本体 main() L198-200 打 FATAL 返 1 使 assertEqual 变红=fail-closed 非 skip；heavy 脚本本批未实跑(需全量构建树)
tests/abi/test_module_registry.py	lines=416	verdict=OK	evidence=P2..P9 逐场景断 DUP_UNIT_ID=kind7/VERSION_CONFLICT=9/HASH=12/YAML=14 且 mask&2/&4/&16 位测；N1b sha="zz-not-hex"与 N2 相对 manifest 断言硬失败 detail=4/5；微瑕：docstring 场景 10~14 与代码场景 10~12 编号错位、场景 14"static factory 不再正式路由"仅 L391-392 借 loaded=0 旁证无独立断言
tests/abi/test_secure_loader.py	lines=518	verdict=OK	evidence=N1..N11 的 detail=2/3/4/5/6/8/9/10/11/12/15/16/17 逐一与 runtime/module_loader/secure_loader.h ACS_LOADER_EC_* 枚举注释比对吻合；L2 对 loader 源正则禁 fopen("w/a")与裸 open( 证无写文件面；P3 独立 gcc 编 noop_module.c 不依赖构建树；实跑 36 checks 0 FAIL
