seq,sha8,日期,作者,分级,权重,角色,紧凑卡,全卡,消息首行
816,30da7fab,2026-08-22,付家泽,S,1,重叠复核,compact/0816-30da7fab.md,cards/0816-30da7fab.md,docs(spec): Wiki->Science->Algorithm->Project/Engineering/Code docs -> audit->fix/test/rev
817,b3aa1c77,2026-08-22,付家泽,M,2,重叠复核,compact/0817-b3aa1c77.md,cards/0817-b3aa1c77.md,refactor(halpix): dedup HEALPix to lib/common authority [B4-01] DRZ-01
818,126223cd,2026-08-22,付家泽,M,2,重叠复核,compact/0818-126223cd.md,cards/0818-126223cd.md,docs(quality): V19R8 checklist+tasks trio complete [S0-S6]
819,10f1a249,2026-08-22,付家泽,S,1,重叠复核,compact/0819-10f1a249.md,cards/0819-10f1a249.md,chore(qa): mark B4-01 DONE [QA-V19R7-B4]
820,a7b15faf,2026-08-22,付家泽,S,1,重叠复核,compact/0820-a7b15faf.md,cards/0820-a7b15faf.md,docs(spec): refine V19R8 S0-S6 with I/O table + discipline + rollback [Spec 212->255L]
821,f1cf87a6,2026-08-22,付家泽,S,1,重叠复核,compact/0821-f1cf87a6.md,cards/0821-f1cf87a6.md,chore(checkpoint): round03 53/95 V19R8 trio 255+185+421 [R03]
822,d2732520,2026-08-22,付家泽,S,1,重叠复核,compact/0822-d2732520.md,cards/0822-d2732520.md,chore(checkpoint): round07 53/95 V19R8 255+185+421 hold [R07]
823,be617347,2026-08-22,付家泽,S,1,重叠复核,compact/0823-be617347.md,cards/0823-be617347.md,fix(dynamic_psf): document Moffat4 numeric contracts [B4-14]
824,56a99645,2026-08-22,付家泽,S,1,重叠复核,compact/0824-56a99645.md,cards/0824-56a99645.md,chore(qa): mark B4-14 DONE [QA-V19R7-B4]
825,3c131e81,2026-08-22,付家泽,S,1,重叠复核,compact/0825-3c131e81.md,cards/0825-3c131e81.md,docs(algorithms): align STAR_PSF numeric guards to dpsf_psf锚点 + platesolve SIP距平 [S2-03]
826,10fc2e12,2026-08-22,付家泽,S,1,主责,compact/0826-10fc2e12.md,cards/0826-10fc2e12.md,fix(platesolve): anchor numeric constants to PLATESOLVE.md [B4-10]
827,c4082537,2026-08-22,付家泽,S,1,主责,compact/0827-c4082537.md,cards/0827-c4082537.md,chore(qa): mark B4-10 DONE [QA-V19R7-B4]
828,db1987b3,2026-08-22,付家泽,S,1,主责,compact/0828-db1987b3.md,cards/0828-db1987b3.md,docs(algorithms): clarify PLATESOLVE Huber delta guard [B4-11]
829,fec66a28,2026-08-22,付家泽,S,1,主责,compact/0829-fec66a28.md,cards/0829-fec66a28.md,chore(qa): mark B4-11 DONE [QA-V19R7-B4]
830,2558c13d,2026-08-22,付家泽,S,1,主责,compact/0830-2558c13d.md,cards/0830-2558c13d.md,fix(snr): anchor kTrimMean/resusc robust anchors to NOISE_MODEL/PSF [B4-18]
831,fe808d0e,2026-08-22,付家泽,S,1,主责,compact/0831-fe808d0e.md,cards/0831-fe808d0e.md,chore(qa): mark B4-18 DONE [QA-V19R7-B4]
832,ab287dd7,2026-08-22,付家泽,S,1,主责,compact/0832-ab287dd7.md,cards/0832-ab287dd7.md,fix(snr): annotate gain variance as diagnostic-only [B4-19]
833,a60f8758,2026-08-22,付家泽,S,1,主责,compact/0833-a60f8758.md,cards/0833-a60f8758.md,chore(qa): mark B4-19 DONE [QA-V19R7-B4]
834,89447a6b,2026-08-22,付家泽,S,1,主责,compact/0834-89447a6b.md,cards/0834-89447a6b.md,docs(readme): anchor Wiki as L0 core constraint S0-01 [V19R8 S0]
835,176b91e6,2026-08-22,付家泽,S,1,主责,compact/0835-176b91e6.md,cards/0835-176b91e6.md,fix(detector+sne): anchor thresholds to STAR_PSF/NOISE docs [B4-15+B4-18]
836,da0ba4ce,2026-08-22,付家泽,S,1,主责,compact/0836-da0ba4ce.md,cards/0836-da0ba4ce.md,chore(qa): mark B4-15 DONE [QA-V19R7-B4]
837,e6f905e9,2026-08-22,付家泽,S,1,主责,compact/0837-e6f905e9.md,cards/0837-e6f905e9.md,fix(snr): clarify SNR model contract [B4-18]
838,e052df87,2026-08-22,付家泽,S,1,主责,compact/0838-e052df87.md,cards/0838-e052df87.md,fix(star_detector): anchor MAD->sigma 1.4826 [B4-15]
839,61b58ef4,2026-08-22,付家泽,S,1,主责,compact/0839-61b58ef4.md,cards/0839-61b58ef4.md,docs(algorithms): align STAR_PSF detection thresholds [B4-15]
840,669f1d46,2026-08-22,付家泽,S,1,主责,compact/0840-669f1d46.md,cards/0840-669f1d46.md,fix(star_detector): anchor pi/4 + 1.5sigma in detector [B4-15 en]
841,88faa15a,2026-08-22,付家泽,S,1,主责,compact/0841-88faa15a.md,cards/0841-88faa15a.md,fix(drizzle): anchor geometry cache to DRIZZLE_GEOMETRY [B4-20]
842,868bae29,2026-08-22,付家泽,S,1,主责,compact/0842-868bae29.md,cards/0842-868bae29.md,chore(qa): mark B4-20 DONE [QA-V19R7-B4]
843,65f6a855,2026-08-22,付家泽,S,1,主责,compact/0843-65f6a855.md,cards/0843-65f6a855.md,fix(photometric): clarify C ABI contract [B4-16]
844,87b4d528,2026-08-22,付家泽,S,1,主责,compact/0844-87b4d528.md,cards/0844-87b4d528.md,chore(qa): mark B4-16 DONE [QA-V19R7-B4]
845,e42b6e2a,2026-08-22,付家泽,S,1,主责,compact/0845-e42b6e2a.md,cards/0845-e42b6e2a.md,chore(checkpoint): round25 61/95 V19R8 B4-17/21 running [R25]
846,f3f192f0,2026-08-22,付家泽,S,1,主责,compact/0846-f3f192f0.md,cards/0846-f3f192f0.md,chore(checkpoint): round28 61/95 B4-17/21 hold [R28]
847,86777131,2026-08-22,付家泽,S,1,主责,compact/0847-86777131.md,cards/0847-86777131.md,fix(drizzle): anchor variance alpha2v to DRIZZLE doc [B4-21]
848,040522c9,2026-08-22,付家泽,S,1,主责,compact/0848-040522c9.md,cards/0848-040522c9.md,fix(drizzle): anchor variance alpha^2 scaling [B4-21]
849,fd7ea6f7,2026-08-22,付家泽,S,1,主责,compact/0849-fd7ea6f7.md,cards/0849-fd7ea6f7.md,chore(qa): mark B4-21 DONE [QA-V19R7-B4]
850,1a21b52d,2026-08-22,付家泽,S,1,主责,compact/0850-1a21b52d.md,cards/0850-1a21b52d.md,fix(photometric): anchor spectrum Akima+Simpson to PHOTOMETRIC doc [B4-17]
851,a435e106,2026-08-22,付家泽,S,1,主责,compact/0851-a435e106.md,cards/0851-a435e106.md,chore(qa): mark B4-17 DONE [QA-V19R7-B4]
