seq,sha8,日期,作者,分级,权重,角色,紧凑卡,全卡,消息首行
101,b684ab25,2026-07-24,fujiaze,L,4,重叠复核,compact/0101-b684ab25.md,cards/0101-b684ab25.md,Merge remote-tracking branch 'astro_image_io/main'
102,58daf22c,2026-07-24,fujiaze,L,4,重叠复核,compact/0102-58daf22c.md,cards/0102-58daf22c.md,Merge remote-tracking branch 'calibration/main'
103,b92fefe3,2026-07-24,fujiaze,L,4,重叠复核,compact/0103-b92fefe3.md,cards/0103-b92fefe3.md,Merge remote-tracking branch 'data_pipeline/main'
104,2325bae9,2026-07-24,fujiaze,M,2,重叠复核,compact/0104-2325bae9.md,cards/0104-2325bae9.md,Merge remote-tracking branch 'dynamic_psf/main'
105,f727ab83,2026-07-24,fujiaze,L,4,重叠复核,compact/0105-f727ab83.md,cards/0105-f727ab83.md,Merge remote-tracking branch 'gaia_xpsd_client/main'
106,8c03d08e,2026-07-24,fujiaze,L,4,重叠复核,compact/0106-8c03d08e.md,cards/0106-8c03d08e.md,Merge remote-tracking branch 'healpix_db/main'
107,6a2ce3d3,2026-07-24,fujiaze,L,4,重叠复核,compact/0107-6a2ce3d3.md,cards/0107-6a2ce3d3.md,Merge remote-tracking branch 'orchestrator/main'
108,3746a61f,2026-07-24,fujiaze,L,4,重叠复核,compact/0108-3746a61f.md,cards/0108-3746a61f.md,Merge remote-tracking branch 'photometric_calib/main'
109,dabf35e1,2026-07-24,fujiaze,L,4,重叠复核,compact/0109-dabf35e1.md,cards/0109-dabf35e1.md,Merge remote-tracking branch 'plate_solve/main'
110,98ec469c,2026-07-24,fujiaze,M,2,重叠复核,compact/0110-98ec469c.md,cards/0110-98ec469c.md,Merge remote-tracking branch 'snr_estimator/main'
111,1181b8d0,2026-07-24,fujiaze,L,4,主责,compact/0111-1181b8d0.md,cards/0111-1181b8d0.md,Merge remote-tracking branch 'star_detector/main'
112,d411565e,2026-07-24,fujiaze,L,4,主责,compact/0112-d411565e.md,cards/0112-d411565e.md,"docs: integrate root documentation, specs, and gitignore into main repo"
113,d459bb4f,2026-07-24,fujiaze,S,1,主责,compact/0113-d459bb4f.md,cards/0113-d459bb4f.md,chore: 添加 .gitattributes 强制 LF + 扩充 .gitignore 规则
114,f822bebf,2026-07-24,fujiaze,M,2,主责,compact/0114-f822bebf.md,cards/0114-f822bebf.md,feat(photometric_calib): 提交 star_matcher/spectrum_integrator 本地代码修改
115,705b89b6,2026-07-24,fujiaze,M,2,主责,compact/0115-705b89b6.md,cards/0115-705b89b6.md,docs: 纳入项目核心文档 + 更新 memory.md 仓库整合记录
116,9f10c72c,2026-07-24,fujiaze,S,1,主责,compact/0116-9f10c72c.md,cards/0116-9f10c72c.md,docs(memory): 补充主仓库迁移与 PlateSolve-IPV-Cpp 封存记录
117,eb44f655,2026-07-24,fujiaze,S,1,主责,compact/0117-eb44f655.md,cards/0117-eb44f655.md,docs(memory): 补充 Gaia-DR3-DR3SP-Client-C 与 Dynamic-PSF-Cpp 封存记录
118,1ac74251,2026-07-24,fujiaze,L,4,主责,compact/0118-1ac74251.md,cards/0118-1ac74251.md,P00-001: 冻结并复核主仓库基线
119,a5fc8dd9,2026-07-24,fujiaze,L,4,主责,compact/0119-a5fc8dd9.md,cards/0119-a5fc8dd9.md,P00-002: 恢复并固定 healpix_drizzle 源码
120,dde66ba1,2026-07-24,fujiaze,L,4,主责,compact/0120-dde66ba1.md,cards/0120-dde66ba1.md,P00-003: 恢复并固定 healpix_stack 源码
121,61c3b056,2026-07-24,fujiaze,L,4,主责,compact/0121-61c3b056.md,cards/0121-61c3b056.md,P00-004: 建立完整模块与依赖图
122,39e049bb,2026-07-24,fujiaze,M,2,主责,compact/0122-39e049bb.md,cards/0122-39e049bb.md,P00-005: 采集工具链与本机环境
123,bb853b5c,2026-07-24,fujiaze,L,4,主责,compact/0123-bb853b5c.md,cards/0123-bb853b5c.md,P00-006: 复核旧审计 163 项当前状态
124,7dfc183d,2026-07-24,fujiaze,M,2,主责,compact/0124-7dfc183d.md,cards/0124-7dfc183d.md,P00-007: 建立文档冲突登记
125,a063d416,2026-07-24,fujiaze,M,2,主责,compact/0125-a063d416.md,cards/0125-a063d416.md,P00-008: 冻结 baseline tag (G0 gate)
126,bfc1bb1a,2026-07-24,fujiaze,M,2,主责,compact/0126-bfc1bb1a.md,cards/0126-bfc1bb1a.md,P01-001: 确定根级构建策略 ADR-004
127,7b85ff3f,2026-07-24,fujiaze,M,2,主责,compact/0127-7b85ff3f.md,cards/0127-7b85ff3f.md,P01-002: 建立依赖锁定清单
128,ba4f0d34,2026-07-25,fujiaze,L,4,主责,compact/0128-ba4f0d34.md,cards/0128-ba4f0d34.md,P02-002/P02-005: v1.1包部署+P00-P02证据+候选路径API
129,55e6d6d2,2026-07-25,fujiaze,L,4,主责,compact/0129-55e6d6d2.md,cards/0129-55e6d6d2.md,P02-003: PlateSolve 全量 A/B 与路径决策 (路径B callback 导出)
130,f8097dfc,2026-07-25,fujiaze,L,4,主责,compact/0130-f8097dfc.md,cards/0130-f8097dfc.md,Merge path-b-callback-export: P02-003 路径B (callback 导出) 合并到 main
131,c960dcc1,2026-07-25,fujiaze,L,4,主责,compact/0131-c960dcc1.md,cards/0131-c960dcc1.md,P02-007: PlateSolve 无退化与单次检测专项 Gate 验证 (CONDITIONAL_PASS)
132,8b4ba311,2026-07-25,fujiaze,M,2,主责,compact/0132-8b4ba311.md,cards/0132-8b4ba311.md,P02-006: 删除无消费者gaia_cat二次查询+GaiaClient进程内缓存
133,7cd71c03,2026-07-25,fujiaze,L,4,主责,compact/0133-7cd71c03.md,cards/0133-7cd71c03.md,P03-001: 真实校准输入接线 (VERDICT: PASS)
134,448a568e,2026-07-25,fujiaze,L,4,主责,compact/0134-448a568e.md,cards/0134-448a568e.md,P03-002: 配置参数端到端追踪 (VERDICT: PASS)
135,a4290d8e,2026-07-25,fujiaze,M,2,主责,compact/0135-a4290d8e.md,cards/0135-a4290d8e.md,P03-004: SNR 稀疏模型与 SIP 一致性
136,0610c001,2026-07-25,fujiaze,M,2,主责,compact/0136-0610c001.md,cards/0136-0610c001.md,P03-003: 严格失败与禁止静默跳过 (v1.1 开发包) - 证据交付
137,8861cce8,2026-07-25,fujiaze,S,1,主责,compact/0137-8861cce8.md,cards/0137-8861cce8.md,P03-003: 更新 memory 记录严格失败与禁止静默跳过完成
138,eb6eeb44,2026-07-25,fujiaze,S,1,主责,compact/0138-eb6eeb44.md,cards/0138-eb6eeb44.md,P03阶段完成: G3 gate通过(校准+配置+严格失败+SNR)
139,9ab211ed,2026-07-25,fujiaze,L,4,主责,compact/0139-9ab211ed.md,cards/0139-9ab211ed.md,P04-001: CLI request 与 effective config (v1.1 开发包) - VERDICT: PASS
140,df2058bd,2026-07-25,fujiaze,M,2,主责,compact/0140-df2058bd.md,cards/0140-df2058bd.md,feat(orchestrator): P04-002 JSONL 事件与稳定错误码 (v1.1 开发包)
141,74c44b91,2026-07-25,fujiaze,S,1,主责,compact/0141-74c44b91.md,cards/0141-74c44b91.md,chore(control): P04-002 完成后更新任务注册表与项目状态
142,83b0b9cc,2026-07-25,fujiaze,L,4,主责,compact/0142-83b0b9cc.md,cards/0142-83b0b9cc.md,feat(orchestrator): P04-003 capabilities 与 inspect 命令 (v1.1 开发包)
143,4c8a2f73,2026-07-25,fujiaze,M,2,主责,compact/0143-4c8a2f73.md,cards/0143-4c8a2f73.md,feat(orchestrator): P04-004 取消、超时与 partial 输出 (v1.1 开发包)
144,f98de03b,2026-07-25,fujiaze,S,1,主责,compact/0144-f98de03b.md,cards/0144-f98de03b.md,P04阶段完成: G4 gate通过(CLI request+JSONL+capabilities+取消超时)
145,7c4c1ae4,2026-07-25,fujiaze,L,4,主责,compact/0145-7c4c1ae4.md,cards/0145-7c4c1ae4.md,feat(engineering): P05-001 真实参考数据集登记 (v1.1 开发包)
146,e7dccd92,2026-07-25,fujiaze,L,4,主责,compact/0146-e7dccd92.md,cards/0146-e7dccd92.md,feat(engineering): P05-002 Stage1 真实数据端到端验证 (v1.1 开发包)
147,ad1f1d37,2026-07-26,fujiaze,L,4,主责,compact/0147-ad1f1d37.md,cards/0147-ad1f1d37.md,P05-003 Stage1 负面与恢复测试
148,54826760,2026-07-26,fujiaze,L,4,主责,compact/0148-54826760.md,cards/0148-54826760.md,P05-003
149,a3534171,2026-07-26,fujiaze,S,1,主责,compact/0149-a3534171.md,cards/0149-a3534171.md,chore(control): P05-003 完成 - 同步 MASTER_TASK_REGISTER 状态
150,62226ec7,2026-07-26,fujiaze,L,4,主责,compact/0150-62226ec7.md,cards/0150-62226ec7.md,P06-001 Stage2 真实输入兼容检查完成 (VERDICT: PASS)
151,5ec98660,2026-07-27,fujiaze,M,2,主责,compact/0151-5ec98660.md,cards/0151-5ec98660.md,tools: 新增 astro_toolkit.py Python 工具集（跳过沙箱确认）
152,4ccb507b,2026-07-27,fujiaze,L,4,主责,compact/0152-4ccb507b.md,cards/0152-4ccb507b.md,P06-002 球面梯度与稳健叠加证据 (v1.1 开发包) - VERDICT: PASS
153,50310948,2026-07-27,fujiaze,L,4,主责,compact/0153-50310948.md,cards/0153-50310948.md,P06-003 HCSD 输出与独立读取 (VERDICT: PASS)
154,4c1f546e,2026-07-27,fujiaze,M,2,主责,compact/0154-4c1f546e.md,cards/0154-4c1f546e.md,P07-001 性能与峰值内存基线 (VERDICT: PASS)
155,8440e190,2026-07-27,fujiaze,L,4,主责,compact/0155-8440e190.md,cards/0155-8440e190.md,P07-001 补充证据: logs/ + HISS 输出文件
156,c3865eb6,2026-07-27,fujiaze,L,4,主责,compact/0156-c3865eb6.md,cards/0156-c3865eb6.md,P07-002 长批次与故障稳定性 (VERDICT: PASS)
157,29cb2912,2026-07-27,fujiaze,L,4,主责,compact/0157-29cb2912.md,cards/0157-29cb2912.md,P07-002 补充证据: logs/ + HISS 输出文件
158,889944ad,2026-07-27,fujiaze,M,2,主责,compact/0158-889944ad.md,cards/0158-889944ad.md,P08-001 CLI Core v1 发布包 (VERDICT: PASS)
159,dc774c6d,2026-07-27,fujiaze,M,2,主责,compact/0159-dc774c6d.md,cards/0159-dc774c6d.md,P08-002 最终独立复核与交接: v1.1 开发包交付完成 (VERDICT: PASS)
160,a3b468dd,2026-07-27,fujiaze,M,2,主责,compact/0160-a3b468dd.md,cards/0160-a3b468dd.md,"P08-002 补充提交: logs/ 证据文件 (被 .gitignore logs/ 规则忽略, 用 -f 强制添加)"
161,ed145a70,2026-07-27,fujiaze,L,4,主责,compact/0161-ed145a70.md,cards/0161-ed145a70.md,docs: 补充项目 README + 生成 v1.1 审计包
162,0d1857de,2026-07-27,fujiaze,L,4,主责,compact/0162-0d1857de.md,cards/0162-0d1857de.md,P09-001 冻结 v1.1 事实基线并建立 v1.2 证据 (VERDICT: PASS)
163,06df865b,2026-07-27,fujiaze,M,2,主责,compact/0163-06df865b.md,cards/0163-06df865b.md,P09-002: 统一共享检测命名为 INTERNAL_DETECTION_SHARED_EXPORT
164,73a33b79,2026-07-27,fujiaze,L,4,主责,compact/0164-73a33b79.md,cards/0164-73a33b79.md,P09-003: 冻结测光失败帧与浏览器性能基线数据
165,bb6963b4,2026-07-27,fujiaze,L,4,主责,compact/0165-bb6963b4.md,cards/0165-bb6963b4.md,P10-001: 读取全部 TestData 子目录说明文档
