lib/algorithms/drizzle/healpix_drizzle/tests/drizzle_l2_test.cpp	lines=146	verdict=FINDING:W3-A1-b006-1	evidence=L2 门 main() :62  与 drizzle_engine.h:40 自述「0=自动 omp_get_max_threads; 禁止硬编码 16」直接冲突（AGENTS.md §5 亦禁写死 workers）；另核 readFits→drizzleTiled_f64/drizzleTiled 8 参重载在头 :202/:217 均有定义、hiss::compute_tile_depth(65536)=9→shift=18、(parent_ipix<<shift)|local 键最大≈5.2e10<2^64 无溢出、snprintf(name,sizeof(name)) 用数组非指针
lib/algorithms/drizzle/healpix_drizzle/tests/drizzle_l3_full_fp32.cpp	lines=110	verdict=FINDING:W3-A1-b006-2	evidence=头注释 :6 宣称「输出像素与基线参考一致 (61,592,234)」，但 :96 实检仅 （±2.4% 带，非一致性）→ 宣称与断言强度不符；:63 threads=16 同 b006-1 簇；:18-19/:30-35 GetProcessMemoryInfo+PROCESS_MEMORY_COUNTERS 为 Win32 psapi 专有，Linux amd64 正式平台无法编译该门，而 :9 注释称「编译同 drizzle_l0_test.cpp」未标平台限制
lib/algorithms/drizzle/healpix_drizzle/tests/drizzle_nonfinite_test.cpp	lines=228	verdict=FINDING:W3-A1-b006-3	evidence=§8:96 锚核对通过（DRIZZLE.md 第 96 行确为「源像素 NaN/Inf（值）…不掩膜」，spherical_overlap.cpp:192 为开半球 NaN 注释）；P1-DRZ-NONFINITE 断言与 drizzle_engine.cpp:1906/1912 / 一致（NaN 不满足<=0 故计入 nSourcePixels，W*H-2 期望成立）；但 :20 复现命令  迁移后不存在（实为 lib/infrastructure/aio/include）且缺 ， astro/phase2/integrate.h 取不到 → 合同宣称的复现路径失效
lib/algorithms/drizzle/healpix_drizzle/tests/drizzle_science_completion_test.cpp	lines=490	verdict=OK	evidence=T13 段 {0.0503245,4194304}/{12.883074,16384} 与文件头宣称 2^22/2^14 余量数值自洽（4194304=2^22、16384=2^14）；test_hole_oracle 独立 Oracle 只用 radec2pix+pt_in_drop 半平面判定、未调 compute_overlap_area_g → 独立性与 :173 宣称相符；CHECK(fh==0&&ff==0) 与 DRIZZLE.md:85 零漏选不变量同向；:39 threads=16 归 b006-1 簇；:351 4σ 解析能量 F*(1-exp(-8)) 与高斯圆内积分一致
lib/algorithms/drizzle/healpix_drizzle/tests/drizzle_science_matrix_test.cpp	lines=472	verdict=FINDING:W3-A1-b006-4	evidence=Part A 头注释 :11-12 宣称 Gate「<1e-6 (SIP) / <1e-10 (纯 TAN)」且「|Σoverlap-computed|/computed <1e-8」，实况 :~357 统一  不分 WCS 变体、ov 门写死 （非 1e-8），且门加在 mean 上而非逐例； 以 1e-9 记录却无任何 CHECK 消费 → 宣称门槛高于实检、纯 TAN 1e-10 子门不存在；三边核过 build_drop_geometry(spherical_overlap.h:258)/compute_overlap_area_g(:275)/query_candidate_pixels_fast(:368) 均有声明，:350 threads=16 归 b006-1 簇
lib/algorithms/drizzle/healpix_drizzle/tests/hiss_write_probe.cpp	lines=82	verdict=OK	evidence=核 :19 硬编码 nside=65536 → depth=9/tile_nside=128、n_leaf=1u<<18=262144 与 hiss_common.cpp:65-79「d=min(9,log2(NSIDE/16))」一致；A_p=2.438197e-10 与 4π/(12·65536²)=2.43820e-10 逐位吻合；snprintf(meta.filter,sizeof) 传数组、OccupancyMode::FULL 与 add_tile 四参声明(hiss_format.h:400-403) 三边齐；:63 注释「~215k leaf/82% 占用」与实作 →209,715(80.0%) 有 2.5% 口径偏差（仅计时口径措辞，不立条）
lib/algorithms/drizzle/healpix_drizzle/tests/kcorr_matrix_test.cpp	lines=162	verdict=FINDING:W3-A1-b006-5	evidence=:10 宣称「证据写入 reports/v19r3/evidence/science/kcorr_matrix.json」，但全文件仅 std::printf 无 fopen/ofstream， 零命中 → 交付证据产物不存在；baseline=0.5*pi*sig_med²/n_med 与 SCI 锚 PHASE2_UPM.md:18  同构、1.4826 MAD 系数正确；头注释列第三维「patch retained N 至少 2 档」实未扫（仅 pixfrac{0.5,0.8,1.0}×scales{300,600} 6 格，n_med 是结果非自变量）；:89 threads=1 合规（与 l2 簇相反）
lib/algorithms/drizzle/healpix_drizzle/tests/mini_sip1000.cpp	lines=33	verdict=OK	evidence=P0-1 宣称「order 校验 [0,5] → hp_drizzle_run 返回 -10」经 hp_drizzle_api.cpp:461-464  复核实存在、非静默截断；越界索引宣称的容器确为 fits_reader.h:12 （6×6），atoi 无界路径已被拦截；:4 算式笔误 1000*6+1000=7000 而注释写 7006（不影响「远超 36」结论，卫生项不立条）；返回码判定  与 :393 「-9=缺 WCS/-10=SIP 越界」注释编码一致
lib/algorithms/drizzle/healpix_drizzle/tests/oracle_edge_crossing_test.cpp	lines=276	verdict=OK	evidence=ORA-101 独立性核过：independent_intersect/arcs_cross_strict 只用 spherical::cross(:51)+自有 arcs_cross，未调 compute_overlap_area_g(:275)/query 内核；nsides{16384,65536,262144,4194304}=2^14~2^22 与 :19 宣称区间符；fracs 分支 :200-205 与 :186-189 噪声注释逐条对（≤2^16→1e-4/1e-6/1e-8、2^18→2 档、2^22→1 档）；binary_search 依赖的有序性由 spherical_overlap.h:349「已去重排序」声明背书；:237 处 bool fb 取址后从不读（used_fallback 结果丢弃，卫生级）；生产侧门是 ov>1e-18 而非 :15 宣称的严格 >0（同数量级，不立条）
lib/algorithms/drizzle/healpix_drizzle/tests/oracle_independent_test.cpp	lines=272	verdict=OK	evidence=R13 CAND-001「111 位置」实算吻合：12 face 中心+12×(4 角+4 边)=108+ra0/np/sp=111；hi_nsides{16384,262144,1048576,4194304} 恰为注释 2^14/2^18/2^20/2^22；穷举 FN 判据用 std::set fast_set 无有序性依赖（与 edge 版的 binary_search 不同）；spread3() 位交织自实现 nested_local 解码未复用生产 xy_to_nested_local → 独立性宣称成立；healpix_core.h:32/:46/:60 getNpix/pix2ang/neighbors 三符号均有定义，头-实现三边不断链
