lib/algorithms/coverage/tools/controlled_rejection_truth.py	lines=169	verdict=OK	evidence=write_moc() UNIQ=4*(1<<(2*7)) 与生产 reader aio_hips_reader.cpp order_uniq_base=4*(1<<2*hips_order) 约定自洽(非严格MOC 4^n 但仓内读写两边一致); make_config() 的 wbpp_2_9_1/astrocs_median_center_v1 字符串均见 docs/science/REJECTION.md; snr TSV 写出 6 字段与前导声明 star_id..photometric_status 对齐; NSIDE=1<<16=2^(9+7) 与 order-7 512px tile 换算吻合
lib/algorithms/coverage/tools/hips_compare.py	lines=452	verdict=FINDING:W3-A1-b004-1	evidence=docstring L20 宣称退出码 3=参数/结构错误, 全文 grep 仅 exit(0/1/2)(L358/L409/L448) 无 3 号路径且 argparse 用法错误回 2 与 2=环境错误 冲突; 核查 _masked_bytes 对 CHECKSUM/DATASUM 清零与 support exact 契约一致; L164 len_mismatch 记录被 L204 pr[data] 整体重赋值吞掉(仅诊断丢失,计数不受影响); R70 宣称经 reports/REAUDIT_V3 GIT_STATE_CP0 佐证为真实闭合轮
lib/algorithms/coverage/tools/linear_fit_oracle.py	lines=194	verdict=FINDING:W3-A1-b004-2	evidence=L10 宣称 驱动/编译命令记录在 evidence/oracle/linear_fit_provenance.json, 全仓 find 该文件 0 命中且 evidence/ 目录不存在(注释宣称失实); L24 CLI 缺省 ROOT/lib/phase2/build/rejection_cli.exe 而 lib/phase2 已迁走(ls 无此目录, 现 target 在 coverage/CMakeLists.txt:147 且 EXCLUDE_FROM_ALL); L11 生产锚 rejection.cpp P2_REJECT_LINEAR_FIT 经 grep 命中 src/rejection.cpp 为真; harness 期望值 rej[0]=3/rej[1]=2 无仓内可对拍件
lib/algorithms/coverage/tools/memory_acr_compare.py	lines=124	verdict=FINDING:W3-A1-b004-3	evidence=L16 ROOT 写死原 Windows 服务器绝对路径 F: 盘 Astro dev 仓库目录(原样 r-string), 违 AGENTS.md §5 不得写死服务器绝对路径, Linux 节点上 R9 内存门不可复跑(compare/load_hips 全依赖该 ROOT); L106 注释宣称门限 support exact 但 L108-114 仅查 mismatch_gt_2ulp==0 无 exact 断言; load_hips 写死 Norder7; acr 段标题 CPU vs CUDA 实际拿 cpu_sigma 与 large 对比且 RUNS 无 cuda 条目
lib/algorithms/coverage/tools/overlap_photometry.py	lines=367	verdict=FINDING:W3-A1-b004-4	evidence=L275 d_before_all 声明 list[np.ndarray] 但 L294 与 L303 对同一 d_before 数组 append 两次, np.concatenate 后每重叠像素被双份计入, robust_stats n 翻倍且 p95 分位/low_freq_residual bin median 权重失真(真缺陷非宣称); 核查 tile_rel_path Dir=ipix//10000 与 aio_hips_reader.cpp:41-42 与 writer:147-148 一致(宣称属实); L46 引用的 shared/healpix/healpix_core.cpp 在盘; _deinterleave x 偶 y 奇与 01 号件 pixel_to_sky 位约定同构
lib/algorithms/coverage/tools/rcr_oracle_compare.py	lines=221	verdict=FINDING:W3-A1-b004-5	evidence=L17-20 CLI 缺省 ROOT/lib/phase2/build/rejection_cli.exe 死目录(与旧账本 M8a-C-009/L25-012 同源已立案); L14 无守卫 import rcr(M8a-C-009 ③); L194-195 permutation 行把 cpp 重排结果写进 official_rejected 字段而该 case 未跑官方 oracle, JSON 证据字段名与内容错配; run_cpp method=6 与 rejection.h P2_REJECT_RCR=6 对齐属实
lib/algorithms/coverage/tools/rejection_cli.cpp	lines=240	verdict=OK	evidence=kMethods 11 项枚举与 rejection.h:46-56 P2_REJECT_NONE..AUTO 全对齐; L163 char err[160] 以 sizeof(err) 传参为数组非指针; plan 缺省 normalization=astrocs_median_center_v1 与 L13 注释宣称一致(代码 L170 实证); mask 将 UNDERDETERMINED 记 1 与头部注释 3=underdetermined 语义一致; weighted 行格式 weight value 与 06 号件 run_cpp_weighted 互逆
lib/algorithms/coverage/tools/rejection_matrix.py	lines=162	verdict=FINDING:W3-A1-b004-6	evidence=L135 out_dir 写死原 Windows 服务器绝对路径 F 盘 Astro dev 仓库 run/phase2/matrix(直接字面量非 env 可覆盖), 同 04 号件违 AGENTS.md §5; L20 CLI 缺省 parents[1]/build/rejection_cli.exe 即 lib/algorithms/coverage/build 亦非现 root build 产物位; run_cli lo=-4 经 rejection.cpp:1932 std::fabs(in->sigma_low) 证实取模长语义合法; N_DEPTHS 11 档与 L4 宣称清单逐项一致
lib/algorithms/coverage/tools/rejection_oracle_compare.py	lines=284	verdict=FINDING:W3-A1-b004-7	evidence=L10-14 V15 修复记录 4 条流水注释+L3 控制包任务号(07_REJECTION_IMPLEMENTATION/12_DELIVERY)+L117 待 W8 后补, 与 W2-LIB2-3 同因(ENGINEERING_SPEC §2 禁修复流水/任务号)且迁移后未清(同源 W2-LIB2-3); L11 宣称 CLI 路径不再硬编码但 L28 仍留 parents[1]/build 死缺省仅 env 可救; sigma_vs_astropy 对照参数 sigma_lower=4/upper=3/maxiters=8 与 run_cpp 实参逐项一致
lib/algorithms/coverage/tools/satellite_gate_build.py	lines=215	verdict=OK	evidence=L198 profile=wbpp_current 是 rejection.cpp resolve 面别名(见核查), 产出配置可解析; TRAIL_FRAME=10 与 11 号件 mask 键 str(10) 对齐; interleave() x 偶 y 奇位与 controlled_rejection_truth.py pixel_to_sky 位约定同构; TRAIL_WIDTH_DEG=1.5*3.220769/3600 与 L36 pixel_scale 注释自洽; 底图缺失时 L58 sys.exit 守卫存在
